name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
TotalAssets,"13,293,000,000","11,009,000,000","7,326,000,000","6,999,000,000","6,904,000,000","6,584,000,000","6,903,000,000","6,553,000,000","7,808,000,000","16,193,000,000","16,579,000,000","16,540,000,000","16,637,000,000","10,947,000,000","12,659,000,000","12,341,000,000","12,086,000,000","12,425,000,000","11,981,000,000","11,920,000,000","11,699,000,000","13,028,000,000","12,523,000,000","13,487,000,000","15,357,000,000","17,357,000,000","21,286,000,000","28,598,000,000","34,373,000,000","40,751,000,000","40,518,000,000","41,127,000,000","42,605,000,000","41,782,000,000","42,288,000,000","42,145,000,000","42,481,000,000","41,611,000,000","45,671,000,000","47,526,000,000","45,589,000,000","41,835,000,000","40,122,000,000","36,656,000,000","34,800,000,000","37,179,000,000","34,333,000,000","32,169,000,000","30,288,000,000","29,914,000,000","29,719,000,000","30,469,000,000","29,661,000,000","38,444,000,000","40,018,000,000","38,023,000,000","33,462,000,000","30,734,000,000","29,889,000,000","27,696,000,000","25,732,000,000","24,417,167,000","23,394,921,000","20,061,051,000","18,052,360,000","16,118,462,000","12,365,629,000","10,657,886,000","9,343,411,000","8,244,509,000","7,426,291,000","6,340,724,000","5,557,462,000","4,572,291,000","4,257,489,000","4,013,360,000","3,769,582,000","2,875,608,000","2,544,633,000","2,330,228,000","2,259,390,000","2,286,768,000","2,090,598,000","1,953,434,000","1,817,854,000","850,533,000","1,060,031,000","980,982,000","865,371,000","850,533,000","795,500,000","800,900,000","785,200,000","812,615,000","1,227,300,000","1,260,200,000","1,065,300,000","931,700,000","949,068,000","1,190,000,000","860,600,000","595,600,000","572,335,000","384,700,000","323,500,000","276,700,000","276,700,000","182,900,000","168,800,000","135,900,000","125,700,000","113,500,000","81,400,000","80,700,000","77,800,000","69,800,000","65,200,000","62,400,000"
	CurrentAssets,"1,487,000,000","2,103,000,000","1,734,000,000","1,354,000,000","1,190,000,000","1,108,000,000","1,072,000,000","690,000,000","1,818,000,000","1,251,000,000","1,403,000,000","1,384,000,000","1,365,000,000","1,598,000,000","1,235,000,000","1,240,000,000","1,224,000,000","1,525,000,000","1,178,000,000","1,247,000,000","1,360,000,000","2,142,000,000","1,067,000,000","1,204,000,000","1,492,000,000","2,480,000,000","3,579,000,000","4,231,000,000","5,398,000,000","7,468,000,000","3,129,000,000","4,370,000,000","4,275,000,000","3,656,000,000","3,994,000,000","3,592,000,000","2,884,000,000","2,948,000,000","3,611,000,000","4,516,000,000","3,924,000,000","3,177,000,000","3,470,000,000","3,126,000,000","3,544,000,000","3,266,000,000","3,273,000,000","3,018,000,000","3,335,000,000","2,446,000,000","2,508,000,000","2,948,000,000","2,853,000,000","4,292,000,000","4,111,000,000","3,175,000,000","1,946,000,000","1,396,000,000","1,280,000,000","1,293,000,000","1,223,000,000","1,153,869,000","1,912,295,000","1,655,737,000","1,194,196,000","1,183,397,000","1,343,566,000","572,006,000","592,941,000","567,540,000","520,518,000","537,927,000","571,468,000","342,404,000","376,730,000","333,467,000","342,327,000","435,317,000","175,849,000","178,079,000","272,183,000","361,383,000","308,664,000","236,787,000","207,020,000","97,546,000","117,187,000","103,769,000","97,536,000","97,546,000","97,800,000","91,000,000","70,200,000","117,999,000","117,300,000","161,500,000","110,500,000","223,800,000","297,605,000","439,000,000","250,300,000","63,300,000","109,173,000","82,200,000","87,600,000","75,100,000","106,400,000","45,300,000","58,300,000","43,500,000","43,800,000","39,700,000","15,200,000","19,600,000","20,400,000","20,000,000","18,100,000","16,400,000"
		CashCashEquivalentsAndShortTermInvestments,"19,000,000","905,000,000","849,000,000","612,000,000","340,000,000","279,000,000","306,000,000","82,000,000","82,000,000","6,000,000","14,000,000","4,000,000","8,000,000","4,000,000","4,000,000","3,000,000","4,000,000","5,000,000","5,000,000","13,000,000","249,000,000","882,000,000","4,000,000","4,000,000","16,000,000","825,000,000","1,759,000,000","2,051,000,000","2,907,000,000","4,108,000,000","90,000,000","1,462,000,000","1,004,000,000","837,000,000","987,000,000","677,000,000","33,000,000","287,000,000","142,000,000","1,024,000,000","438,000,000","351,000,000","111,000,000","109,000,000","849,000,000","102,000,000","1,696,000,000","1,566,000,000","1,813,000,000","999,000,000","1,058,000,000","1,687,000,000","1,529,000,000","1,749,000,000","1,964,000,000",,"1,000,000","1,000,000","292,000,000","282,000,000","134,000,000","2,519,000","716,000","366,270,000","402,255,000","60,027,000","127,102,000",,,"6,896,000","49,073,000","76,237,000","189,425,000","40,581,000","114,159,000","67,240,000","46,624,000","247,637,000","25,378,000","22,365,000","121,952,000","117,594,000","17,042,000",,"21,203,000","38,658,000","12,727,000","12,019,000","26,231,000","38,658,000","25,400,000","27,600,000","10,800,000","29,520,000","20,700,000","59,700,000","31,900,000","51,200,000","228,502,000","300,800,000","140,700,000","2,400,000","51,638,000","25,900,000","28,900,000","29,300,000","55,500,000","4,700,000","23,800,000","10,800,000","16,200,000","22,100,000","2,700,000","4,200,000","4,900,000","3,900,000","800,000","1,300,000"
			CashAndCashEquivalents,"19,000,000","905,000,000","849,000,000","612,000,000","340,000,000","279,000,000","306,000,000","82,000,000","82,000,000","6,000,000","14,000,000","4,000,000","8,000,000","4,000,000","4,000,000","3,000,000","4,000,000","5,000,000","5,000,000","13,000,000","249,000,000","882,000,000","4,000,000","4,000,000","16,000,000","825,000,000","1,759,000,000","2,051,000,000","2,907,000,000","4,108,000,000","90,000,000","1,462,000,000","1,004,000,000","837,000,000","987,000,000","677,000,000","33,000,000","287,000,000","142,000,000","1,024,000,000","438,000,000","351,000,000","111,000,000","109,000,000","849,000,000","102,000,000","609,000,000","601,000,000","516,000,000","307,000,000","520,000,000","554,000,000","83,000,000","1,749,000,000","1,964,000,000",,"1,000,000","1,000,000","2,000,000","4,000,000","4,000,000","2,519,000","716,000","366,270,000","38,286,000","60,027,000","127,102,000",,,"6,896,000","49,073,000","76,237,000","189,425,000","40,581,000","38,478,000","35,909,000","38,004,000","247,637,000","25,378,000","6,296,000","121,952,000","117,594,000","17,042,000",,"21,203,000","38,658,000","12,727,000","12,019,000","26,231,000","38,658,000","25,400,000","27,600,000","10,800,000","29,520,000","20,700,000","59,700,000","31,900,000","51,200,000","124,017,000","300,800,000","140,700,000","2,400,000","51,638,000","25,900,000","28,900,000","29,300,000","55,500,000","4,700,000","23,800,000","10,800,000","16,200,000","22,100,000","2,700,000","4,200,000","4,900,000","3,900,000","800,000","1,300,000"
				CashFinancial,,,,"612,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","1,087,000,000","965,000,000","1,297,000,000","692,000,000","538,000,000","1,133,000,000","1,446,000,000",,,,,"0","290,000,000","278,000,000","130,000,000","0",,,"363,969,000","0",,,,"0",,,,"0","75,681,000","31,331,000","8,620,000","0",,"16,069,000",,"0",,,,,,,,,,,,"0",,,,,"104,485,000",,,,,,,,,,,,,,,,,,,
		Receivables,"1,383,000,000","1,115,000,000","815,000,000","674,000,000","704,000,000","746,000,000","676,000,000","513,000,000","762,000,000","990,000,000","977,000,000","1,021,000,000","1,196,000,000","1,247,000,000","1,051,000,000","1,060,000,000","1,082,000,000","1,322,000,000","992,000,000","1,019,000,000","943,000,000","1,057,000,000","893,000,000","952,000,000","937,000,000","1,129,000,000","1,275,000,000","1,501,000,000","1,643,000,000","2,236,000,000","2,447,000,000","2,310,000,000","2,593,000,000","2,222,000,000","2,440,000,000","2,417,000,000","2,382,000,000","2,245,000,000","2,291,000,000","2,123,000,000","2,596,000,000","2,505,000,000","2,737,000,000","2,708,000,000","2,317,000,000","1,974,000,000","1,454,000,000","1,359,000,000","1,419,000,000","1,325,000,000","1,298,000,000","1,122,000,000","1,185,000,000","1,324,000,000","1,330,000,000","1,603,000,000","1,278,000,000","1,074,000,000","876,000,000","905,000,000","890,000,000","844,851,000","735,005,000","651,855,000","724,762,000","791,194,000","653,625,000","472,635,000","441,020,000","459,368,000","339,907,000","367,704,000","284,162,000","241,394,000","247,362,000","247,268,000","268,970,000","147,632,000","136,673,000","132,552,000","139,515,000","93,707,000","107,197,000","103,486,000","134,894,000","51,065,000","97,912,000","80,375,000","58,385,000","51,065,000","61,200,000","54,700,000","51,000,000","76,299,000","81,400,000","87,600,000","60,400,000","59,000,000","63,557,000","56,500,000","66,200,000","45,600,000","50,214,000","47,400,000","52,500,000","38,200,000","41,300,000","34,900,000","28,600,000","27,000,000","19,100,000","14,000,000","9,600,000","11,800,000","11,600,000","8,200,000","10,300,000","7,900,000"
			AccountsReceivable,"1,082,000,000","922,000,000","670,000,000","531,000,000","575,000,000","589,000,000","547,000,000","385,000,000","458,000,000","737,000,000","644,000,000","682,000,000","887,000,000","976,000,000","829,000,000","801,000,000","829,000,000","959,000,000","992,000,000","1,019,000,000","943,000,000","840,000,000","893,000,000","952,000,000","937,000,000","696,000,000","1,275,000,000","1,501,000,000","1,643,000,000","1,340,000,000","2,447,000,000","2,310,000,000","2,593,000,000","1,611,000,000","2,440,000,000","2,417,000,000","2,382,000,000","1,481,000,000","2,291,000,000","2,123,000,000","2,596,000,000","2,505,000,000","2,737,000,000","2,708,000,000","2,317,000,000","1,974,000,000","1,454,000,000","1,359,000,000","1,419,000,000","1,325,000,000","1,298,000,000","1,122,000,000","1,185,000,000","1,324,000,000","1,330,000,000","1,603,000,000","1,278,000,000","1,074,000,000","876,000,000","905,000,000","890,000,000","697,345,000","735,005,000","552,813,000","724,762,000","615,382,000","599,732,000","443,398,000","401,982,000","347,081,000","305,612,000","333,586,000","205,826,000","173,792,000","217,318,000","219,621,000","252,906,000","109,246,000","121,299,000","114,675,000","139,515,000","51,496,000","107,197,000","103,486,000","134,894,000","35,244,000",,,,"35,244,000",,,,"33,471,000",,,,,"30,845,000",,,,"19,669,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,611,000,000",,,,,,,"2,607,000,000","2,524,000,000",,,,,,,,,,,,,,,,,,,,"702,893,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,000,000",,,,,,,"-11,000,000","-19,000,000",,,,,,,,,,,,,,,,,,,,"-5,548,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
