name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,02/28/1989,02/29/1988,02/28/1987,02/28/1986
TotalAssets,"1,133,028,000","1,037,576,000","1,023,238,000","1,039,239,000","996,442,000","1,009,869,000","999,952,000","1,050,773,000","1,073,831,000","1,172,568,000","1,120,117,000","1,135,679,000","1,088,570,000","1,032,379,000","1,038,024,000","1,070,184,000","1,028,209,000","1,029,257,000","1,011,401,000","1,004,998,000","977,839,000","1,017,675,000","991,734,000","1,010,608,000","983,371,000","990,952,000","984,047,000","991,160,000","936,914,000","981,339,357","969,787,785","983,539,494","953,253,035","989,175,461","983,816,015","982,195,630","694,204,814","674,464,532","646,783,457","607,246,608","606,774,565","593,665,711","583,246,116","570,578,269","566,524,841","434,034,808","433,286,767","386,738,948","381,961,158","384,423,239","377,142,083","360,064,828","354,715,447","337,282,853","329,572,517","313,774,065","193,319,280","207,199,934","203,412,592","199,587,201","200,907,578","188,684,283","158,935,085","150,230,279","141,026,171","134,368,691","134,392,614","131,496,587","128,635,196","124,692,410","121,854,550","121,731,475","120,026,495","119,696,488","119,219,006","124,922,622","134,036,514","136,661,243","144,263,211","141,603,103","147,043,870","143,452,781","88,691,695","88,506,402","88,367,645","88,841,000","84,997,159","83,172,328","84,803,741","72,400,000","57,300,000","58,000,000","58,400,000","58,800,000","58,600,000","58,200,000","57,900,000","51,600,000","49,200,000","48,700,000","46,000,000","44,900,000","43,100,000","41,600,000","42,600,000","39,500,000","37,600,000","38,500,000","40,800,000","39,300,000","35,800,000","34,900,000","34,100,000","31,200,000","30,800,000","32,500,000","25,800,000","26,500,000","26,100,000","25,900,000","26,000,000","26,500,000","26,500,000","26,400,000","27,100,000","28,700,000","23,100,000","22,600,000","18,700,000","19,000,000","18,700,000","17,700,000","23,600,000"
	CurrentAssets,"386,533,000","349,535,000","329,039,000","334,908,000","303,492,000","324,710,000","310,933,000","335,029,000","354,562,000","414,621,000","380,041,000","396,945,000","378,545,000","367,374,000","352,443,000","375,370,000","329,154,000","335,143,000","325,007,000","325,744,000","296,537,000","337,284,000","308,413,000","316,633,000","309,334,000","320,285,000","310,623,000","357,934,000","298,634,000","335,233,236","315,881,483","329,929,391","296,180,723","324,428,829","318,683,134","317,431,256","262,431,939","252,131,631","261,724,528","309,965,442","302,735,899","313,019,256","302,110,568","289,463,567","284,019,135","153,118,070","152,044,628","214,438,330","207,452,936","207,199,269","198,292,292","185,937,845","182,023,524","165,707,416","157,381,305","155,153,608","102,994,843","116,385,668","112,510,615","109,884,965","111,967,364","101,892,040","80,506,892","72,270,978","63,450,971","57,226,839","56,823,473","54,159,474","51,162,524","46,952,910","44,572,327","44,872,042","43,712,878","43,620,120","42,504,154","46,755,660","55,056,037","56,445,699","63,162,490","59,914,666","64,829,543","63,148,648","37,852,638","39,261,505","40,041,583","39,554,000","36,103,212","33,997,410","34,957,523","32,700,000","25,200,000","25,800,000","25,800,000","25,900,000","27,100,000","27,500,000","28,400,000","23,300,000","21,400,000","20,900,000","21,600,000","20,200,000","17,400,000","15,900,000","16,800,000","16,800,000","15,200,000","16,200,000","18,400,000","17,400,000","15,000,000","15,000,000","14,300,000","13,400,000","12,400,000","14,000,000","11,300,000","10,900,000","10,400,000","10,000,000","9,900,000","10,100,000","10,200,000","10,300,000","10,900,000","12,700,000","8,900,000","8,800,000","6,900,000","6,800,000","7,200,000","5,900,000","10,200,000"
		CashCashEquivalentsAndShortTermInvestments,"15,082,000","20,355,000","15,488,000","12,403,000","14,837,000","19,195,000","14,028,000","26,414,000","36,687,000","14,289,000","13,583,000","13,586,000","24,005,000","17,413,000","9,204,000","13,938,000","20,853,000","10,651,000","3,549,000","6,337,000","11,302,000","13,479,000","15,914,000","12,075,000","40,191,000","17,598,000","20,226,000","45,764,000","22,527,000","43,950,753","41,626,655","25,647,673","27,564,533","50,947,249","41,983,858","41,635,118","55,597,751","49,505,820","68,716,426","139,317,814","143,302,666","160,098,553","149,099,907","140,400,271","138,389,837","6,652,973","8,836,398","110,166,107","110,607,029","98,433,494","71,952,401","57,688,730","47,557,711","13,907,991","12,516,950","14,217,001","2,226,941","2,162,281","1,864,385","4,076,625","1,703,092","1,149,393","2,782,467","2,586,811","1,258,945","1,408,109","1,749,298","1,202,231","516,828","1,841,253","1,257,353","1,229,181","1,444,982","784,104","2,079,660","948,230","1,983,829","1,639,244","1,682,326","1,778,805","1,737,876","1,487,452","1,444,712","1,084,816","1,446,502","1,492,000","631,007","1,533,318","1,328,139","1,000,000","400,000","700,000","800,000",,"500,000","300,000","800,000","400,000","1,400,000","1,000,000","5,600,000","5,400,000","2,100,000","200,000","400,000","100,000","100,000","100,000","200,000","100,000","100,000","300,000","100,000",,"100,000","600,000","100,000","200,000","100,000","200,000","200,000","100,000","100,000","200,000","700,000","1,300,000","2,100,000","2,300,000","2,300,000","1,400,000","2,800,000","2,800,000","4,900,000"
			CashAndCashEquivalents,"15,082,000","20,355,000","15,488,000","12,403,000","14,837,000","19,195,000","14,028,000","26,414,000","36,687,000","14,289,000","13,583,000","13,586,000","24,005,000","17,413,000","9,204,000","13,938,000","20,853,000","10,651,000","3,549,000","6,337,000","11,302,000","13,479,000","15,914,000","12,075,000","40,191,000","17,598,000","20,226,000","45,764,000","22,527,000","43,950,753","41,626,655","25,647,673","27,564,533","50,947,249","41,983,858","41,635,118","55,597,751","49,505,820","68,716,426","139,317,814","143,302,666","160,098,553","149,099,907","140,400,271","138,389,837","6,652,973","8,836,398","110,166,107","110,607,029","98,433,494","71,952,401","57,688,730","47,557,711","13,907,991","12,516,950","14,217,001","2,226,941","2,162,281","1,864,385","4,076,625","1,703,092","1,149,393","2,782,467","2,586,811","1,258,945","1,408,109","1,749,298","1,202,231","516,828","1,841,253","1,257,353","1,229,181","1,444,982","784,104","2,079,660","948,230","1,983,829","1,639,244","1,682,326","1,778,805","1,737,876","1,487,452","1,444,712","1,084,816","1,446,502","1,492,000","631,007","1,533,318","1,328,139","1,000,000","400,000","700,000","800,000",,"500,000","300,000","800,000","400,000","1,400,000","1,000,000","5,600,000","5,400,000","2,100,000","200,000","400,000","100,000","100,000","100,000","200,000","100,000","100,000","300,000","100,000",,"100,000","600,000","100,000","200,000","100,000","200,000","200,000","100,000","100,000","200,000","700,000","1,300,000","2,100,000","2,300,000","2,300,000","1,400,000","2,800,000","2,800,000","4,900,000"
		Receivables,"241,645,000","212,648,000","194,785,000","205,716,000","186,183,000","202,213,000","178,494,000","195,091,000","209,307,000","273,420,000","245,219,000","254,778,000","220,448,000","229,814,000","223,704,000","238,956,000","193,275,000","207,625,000","170,626,000","179,840,000","159,016,000","193,098,000","164,744,000","185,372,000","163,703,000","177,097,000","168,401,000","185,369,000","159,314,000","165,642,825","142,043,264","162,845,477","143,349,809","150,761,223","155,946,279","149,353,722","110,735,261","106,654,700","101,289,821","95,068,951","74,647,303","79,502,379","78,223,381","60,513,122","77,825,469","80,532,550","79,517,306","50,872,030","39,431,918","50,254,637","72,742,508","58,730,684","64,763,982","87,925,112","79,624,615","81,600,396","51,945,653","63,268,184","56,059,693","53,541,631","58,563,878","47,829,751","38,581,236","37,160,759","34,506,474","31,717,484","31,795,737","29,301,268","28,411,683","24,812,814","23,909,767","25,196,199","22,133,631","24,608,455","22,456,683","26,353,511","31,756,659","30,364,125","34,915,839","32,358,646","37,058,707","36,406,891","21,783,882","22,916,871","24,009,753","23,306,000","20,294,528","17,650,624","20,058,346","19,000,000","14,500,000","14,000,000","13,500,000","12,500,000","12,500,000","12,100,000","13,200,000","11,300,000","10,800,000","11,700,000","9,500,000","8,700,000","9,100,000","9,100,000","9,500,000","9,900,000","7,700,000","8,800,000","10,900,000","9,200,000","8,800,000","9,200,000","8,800,000","7,500,000","6,900,000","7,200,000","6,300,000","6,100,000","5,600,000","4,900,000","5,200,000","5,500,000","5,500,000","5,200,000","5,600,000","6,000,000","3,100,000","3,300,000","2,400,000","2,000,000","2,500,000","1,600,000","2,500,000"
			AccountsReceivable,"167,016,000","144,764,000","133,430,000","134,531,000","128,127,000","127,501,000","114,295,000","130,047,000","139,214,000","174,647,000","154,460,000","159,234,000","144,887,000","159,395,000","152,468,000","169,239,000","141,488,000","148,260,000","138,544,000","152,545,000","138,470,000","167,039,000","137,017,000","154,789,000","131,416,000","131,866,000","133,091,000","130,040,000","125,638,000","130,699,962","113,353,807","131,226,689","116,127,857","129,340,830","131,855,452","128,752,259","97,857,193","94,398,244","91,966,192","80,053,625","74,647,303","65,454,139","64,521,060","60,513,122","61,945,377","52,478,486","55,116,112","39,498,395","40,151,918","50,254,637","61,985,667","59,630,684","64,763,982","87,925,112","79,624,615","81,600,396","51,945,653","63,268,184","56,059,693","53,541,631","58,563,878","47,829,751","38,581,236","37,160,759","34,506,474","28,412,617","30,195,172","25,577,327","25,939,544","23,771,721","21,998,505","24,633,330","21,897,263","23,929,546","21,250,824","24,223,829","28,885,688","26,622,267","31,098,588","29,795,326","32,927,725","34,501,589","21,783,882","22,916,871","24,009,753","23,306,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"172,223,000","149,954,000","138,702,000","139,893,000","133,840,000","132,735,000","119,440,000","134,819,000","144,165,000","179,205,000","159,123,000","164,388,000","147,154,000","161,743,000","154,866,000","171,559,000","142,057,000","151,560,000","138,935,000","152,957,000","138,817,000","167,388,000","137,357,000","155,042,000","131,680,000","132,182,000","134,001,000","131,608,000","127,110,000","132,122,224","114,954,560","132,698,827","117,872,178","131,217,012","133,696,094","130,945,231","98,857,193","95,598,244","92,966,233","81,053,625","75,545,303","66,304,139","65,321,060",,"62,665,377","53,147,486","55,863,551","40,117,511",,,"62,836,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,207,000","-5,190,000","-5,272,000","-5,362,000","-5,713,000","-5,234,000","-5,145,000","-4,772,000","-4,951,000","-4,558,000","-4,663,000","-5,154,000","-2,267,000","-2,348,000","-2,398,000","-2,320,000","-569,000","-3,300,000","-391,000","-412,000","-347,000","-349,000","-340,000","-253,000","-264,000","-316,000","-910,000","-1,568,000","-1,472,000","-1,422,262","-1,600,753","-1,472,138","-1,744,321","-1,876,182","-1,840,642","-2,192,972","-1,000,000","-1,200,000","-1,000,041","-1,000,000","-898,000","-850,000","-800,000",,"-720,000","-669,000","-747,439","-619,116",,,"-851,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,949,465","7,130,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"74,629,000","67,884,000","61,355,000","71,185,000","58,056,000","74,712,000","64,199,000","65,044,000","70,093,000","98,773,000","90,759,000","95,544,000","75,561,000","70,419,000","71,236,000","69,717,000","51,787,000","59,365,000","32,082,000","27,295,000","20,546,000","26,059,000","27,727,000","30,583,000","32,287,000","45,231,000","35,310,000","55,329,000","33,676,000","34,942,863","28,689,457","31,618,788","27,221,952","21,420,393","24,090,827","20,601,463","12,878,068","12,256,456","9,323,629","15,015,326",,"14,048,240","13,702,321",,"15,880,092","21,104,599","17,271,090","11,373,635",,,"10,756,841",,,,,,,,,,,,,,,"3,304,867","1,600,565","3,723,941","2,472,139","1,041,093","1,911,262","562,869","236,368","678,909","1,205,859","2,129,682","2,870,971","3,741,858","3,817,251","2,563,320","4,130,982","1,905,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
