name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-41,688,000","-14,725,000","-11,432,000","-6,495,000","-9,036,000","-11,972,000","-14,269,000","-4,423,000","-11,581,000","-11,795,000","-5,261,000","-6,346,000","-9,383,000","-8,620,000","-5,390,000","-6,367,000","-5,288,000","-4,650,000"
	CashFlowFromContinuingOperatingActivities,"-41,688,000","-14,725,000","-11,432,000","-6,495,000","-9,036,000","-11,972,000","-14,269,000","-4,423,000","-11,581,000","-11,795,000","-5,261,000","-6,346,000","-9,383,000","-8,620,000","-5,390,000","-6,367,000","-5,288,000","-4,650,000"
		NetIncomeFromContinuingOperations,"-55,796,000","-16,679,000","-14,693,000","-13,885,000","-10,539,000","-10,694,000","-16,757,000","-10,314,000","-10,353,000","-9,941,000","-8,291,000","-8,007,000","-11,959,000","-24,158,000","-15,619,000","-8,953,000","-7,650,000","-5,408,000"
		OperatingGainsLosses,,"120,000",,,,,"1,120,000","0",,,"0","0","5,318,000","15,712,000","7,158,000","3,229,000","1,894,000","-216,000"
			GainLossOnSaleOfPPE,"129,000","120,000","9,000","0",,,"1,000","0",,,,,,,,,,
			GainLossOnInvestmentSecurities,"28,029,000",,,,,,,,,,"0","0","5,318,000","15,712,000","6,999,000","3,229,000","1,894,000","-216,000"
		DepreciationAmortizationDepletion,"2,184,000","662,000","569,000","495,000","458,000","397,000","381,000","347,000","333,000","330,000","324,000","320,000","314,000","336,000","192,000","194,000","74,000","57,000"
			DepreciationAndAmortization,"2,184,000","662,000","569,000","495,000","458,000","397,000","381,000","347,000","333,000","330,000","324,000","320,000","314,000","336,000","192,000","194,000","74,000","57,000"
				Depreciation,"2,184,000","662,000","569,000","495,000","458,000","397,000","381,000","347,000","333,000","330,000","324,000","320,000","314,000","336,000","192,000","194,000","74,000","57,000"
		AmortizationOfSecurities,"391,000","0","126,000","64,000","201,000","186,000","159,000","88,000","-22,000","79,000",,,,,,,,
		ProvisionandWriteOffofAssets,"45,000","-14,000","27,000","6,000","26,000","24,000","2,000","-13,000","13,000","83,000","-1,100,000","474,000","427,000","340,000","603,000","592,000","385,000","278,000"
		StockBasedCompensation,"16,057,000","4,978,000","3,984,000","3,686,000","3,409,000","3,533,000","2,273,000","2,006,000","1,654,000","1,293,000","954,000","924,000","837,000","262,000","226,000","194,000","329,000","162,000"
		OtherNonCashItems,"156,000","39,000","-154,000","239,000","32,000","41,000","23,000","94,000","95,000","95,000","-220,000","52,000","95,000","482,000","413,000","382,000","419,000","409,000"
		ChangeInWorkingCapital,"-4,854,000","-3,831,000","-1,300,000","2,900,000","-2,623,000","-5,459,000","2,343,000","3,369,000","-3,352,000","-3,734,000","3,072,000","-109,000","-4,415,000","-1,594,000","1,637,000","-2,005,000","-739,000","68,000"
			ChangeInReceivables,"-2,771,000","-2,038,000","-863,000","771,000","-641,000","-2,036,000","334,000","-1,628,000","917,000","-60,000","1,334,000","-1,953,000","-1,732,000","110,000","512,000","-1,990,000","-1,537,000","2,012,000"
				ChangesInAccountReceivables,"-2,771,000","-2,038,000","-863,000","771,000","-641,000","-2,036,000","334,000","-1,628,000","917,000","-60,000","1,334,000","-1,953,000","-1,732,000","110,000","512,000","-1,990,000","-1,537,000","2,012,000"
			ChangeInInventory,"-3,639,000","134,000","-1,819,000","-3,288,000","1,334,000","-1,790,000","-1,429,000","672,000","467,000","-1,871,000","-1,087,000","-347,000","-923,000","-2,339,000","-640,000","-871,000","-621,000","-433,000"
			ChangeInPrepaidAssets,"-508,000","847,000","1,242,000","1,213,000","-3,810,000","583,000","815,000","421,000","-1,969,000","983,000","625,000","-255,000","-1,857,000","16,000","-691,000","41,000","-91,000","-387,000"
			ChangeInPayablesAndAccruedExpense,"2,315,000","-3,149,000","1,326,000","3,248,000","890,000","-2,205,000","2,763,000","3,638,000","-3,025,000","-2,638,000","2,612,000","2,635,000","-2,007,000","2,339,000","2,499,000","620,000","1,335,000","-1,141,000"
