name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"2,941,400,000","834,100,000","765,400,000","725,700,000","616,200,000","692,500,000","658,300,000","598,000,000","770,300,000","955,500,000","1,018,600,000","1,018,700,000","1,080,400,000","1,004,800,000","1,037,900,000","1,020,200,000","1,009,500,000","979,000,000","909,900,000","869,100,000","880,200,000","865,900,000","796,100,000","770,500,000","810,500,000","757,500,000","738,900,000","832,700,000","1,022,500,000","1,125,500,000","1,047,500,000","1,069,600,000","1,119,000,000","987,300,000","915,300,000","972,400,000","1,135,500,000","1,179,400,000","1,101,100,000","1,220,500,000","1,357,400,000","1,352,500,000","1,251,400,000","1,352,600,000","1,351,600,000","1,227,400,000","1,037,600,000","1,058,800,000","1,052,000,000","899,400,000","815,700,000","697,600,000","710,000,000","831,600,000","1,112,700,000","1,392,400,000","1,461,200,000","1,343,400,000","1,273,600,000","1,335,000,000","1,471,300,000","1,372,600,000","1,399,900,000","1,288,400,000","1,210,800,000","1,040,500,000","894,400,000","861,700,000","904,200,000","879,600,000","778,100,000","730,600,000","646,500,000","577,800,000","484,400,000","482,600,000","489,900,000","480,500,000","454,200,000","469,300,000","491,200,000","493,100,000","493,100,000","537,700,000","554,700,000","542,500,000","584,700,000","612,000,000","638,300,000","625,400,000","-412,300,000","855,900,000","917,900,000","934,600,000","975,000,000","927,100,000","1,019,100,000","1,002,200,000","920,900,000","909,200,000","957,100,000","957,900,000","920,300,000","879,700,000","338,600,000","353,100,000"
	OperatingRevenue,"2,941,400,000","834,100,000","765,400,000","725,700,000","616,200,000","692,500,000","658,300,000","598,000,000","770,300,000","955,500,000","1,018,600,000","1,018,700,000","1,080,400,000","1,004,800,000","1,037,900,000","1,020,200,000","1,009,500,000","979,000,000","909,900,000","869,100,000","880,200,000","865,900,000","796,100,000","770,500,000","810,500,000","757,500,000","738,900,000","832,700,000","1,022,500,000","1,125,500,000","1,047,500,000","1,069,600,000","1,119,000,000","987,300,000","915,300,000","972,400,000","1,135,500,000","1,179,400,000","1,101,100,000","1,220,500,000","1,357,400,000","1,352,500,000","1,251,400,000","1,352,600,000","1,351,600,000","1,227,400,000","1,037,600,000","1,058,800,000","1,052,000,000","899,400,000","815,700,000","697,600,000","710,000,000","831,600,000","1,112,700,000","1,392,400,000","1,461,200,000","1,343,400,000","1,273,600,000","1,335,000,000","1,471,300,000","1,372,600,000","1,396,900,000","1,288,400,000","1,210,800,000","1,040,500,000","894,400,000","861,700,000","904,200,000","879,600,000","778,100,000","730,600,000","646,500,000","577,800,000","484,400,000","482,600,000","489,900,000","480,500,000","454,200,000","469,300,000","491,200,000","493,100,000","493,100,000","537,700,000","554,700,000","542,500,000","584,700,000","612,000,000","638,300,000","625,400,000","-412,300,000","855,900,000","917,900,000","934,600,000","975,000,000","927,100,000","1,019,100,000","1,002,200,000","920,900,000","909,200,000","957,100,000","957,900,000","920,300,000","879,700,000","338,600,000","353,100,000"
CostOfRevenue,"2,524,600,000","664,700,000","643,200,000","643,200,000","573,500,000","606,700,000","613,100,000","559,900,000","695,600,000","820,700,000","849,300,000","859,000,000","902,700,000","873,700,000","890,300,000","859,800,000","835,800,000","830,400,000","779,300,000","775,800,000","767,900,000","753,100,000","698,800,000","720,300,000","762,300,000","790,700,000","836,400,000","861,400,000","945,500,000","1,016,000,000","925,600,000","972,600,000","1,029,500,000","917,100,000","904,000,000","919,300,000","1,031,700,000","1,065,100,000","976,600,000","1,057,700,000","1,158,500,000","1,145,500,000","1,082,400,000","1,136,800,000","1,128,600,000","1,022,000,000","910,300,000","969,000,000","900,200,000","778,000,000","657,300,000","603,500,000","634,800,000","750,900,000","890,300,000","1,085,800,000","1,128,900,000","1,052,800,000","979,100,000","968,100,000","1,069,800,000","986,100,000","1,056,800,000","963,500,000","924,900,000","798,600,000","720,100,000","698,800,000","732,500,000","738,300,000","673,100,000","653,700,000","593,900,000","567,400,000","474,200,000","464,400,000","469,100,000","465,900,000","428,000,000","419,700,000","444,100,000","452,700,000","431,300,000","470,300,000","483,800,000","476,900,000","482,500,000","490,500,000","514,800,000","510,700,000","-218,600,000","644,700,000","671,600,000","684,900,000","782,600,000","681,800,000","740,500,000","745,300,000","758,100,000","671,800,000","692,000,000","706,900,000","764,700,000","636,400,000","266,100,000","286,100,000"
GrossProfit,"416,800,000","169,400,000","122,200,000","82,500,000","42,700,000","85,800,000","45,200,000","38,100,000","74,700,000","134,800,000","169,300,000","159,700,000","177,700,000","131,100,000","147,600,000","160,400,000","173,700,000","148,600,000","130,600,000","93,300,000","112,300,000","112,800,000","97,300,000","50,200,000","48,200,000","-33,200,000","-97,500,000","-28,700,000","77,000,000","109,500,000","121,900,000","97,000,000","89,500,000","70,200,000","11,300,000","53,100,000","103,800,000","114,300,000","124,500,000","162,800,000","198,900,000","207,000,000","169,000,000","215,800,000","223,000,000","205,400,000","127,300,000","89,800,000","151,800,000","121,400,000","158,400,000","94,100,000","75,200,000","80,700,000","222,400,000","306,600,000","332,300,000","290,600,000","294,500,000","366,900,000","401,500,000","386,500,000","343,100,000","324,900,000","285,900,000","241,900,000","174,300,000","162,900,000","171,700,000","141,300,000","105,000,000","76,900,000","52,600,000","10,400,000","10,200,000","18,200,000","20,800,000","14,600,000","26,200,000","49,600,000","47,100,000","40,400,000","61,800,000","67,400,000","70,900,000","65,600,000","102,200,000","121,500,000","123,500,000","114,700,000","-193,700,000","211,200,000","246,300,000","249,700,000","192,400,000","245,300,000","278,600,000","256,900,000","162,800,000","237,400,000","265,100,000","251,000,000","155,600,000","243,300,000","72,500,000","67,000,000"
OperatingExpense,"248,100,000","75,200,000","57,800,000","54,900,000","60,200,000","54,000,000","52,800,000","45,400,000","40,100,000","58,400,000","66,300,000","65,200,000","67,700,000","68,000,000","72,900,000","65,500,000","62,700,000","67,100,000","61,900,000","66,200,000","66,700,000","59,500,000","65,300,000","60,500,000","59,300,000","62,600,000","40,800,000","62,500,000","72,400,000","63,100,000","70,400,000","68,700,000","65,700,000","67,700,000","66,300,000","70,600,000","82,100,000","85,700,000","92,000,000","91,700,000","90,700,000","103,400,000","97,400,000","96,700,000","99,300,000","88,700,000","88,800,000","65,900,000","76,000,000","74,200,000","86,800,000","83,700,000","64,400,000","80,800,000","69,000,000","74,300,000","79,200,000","70,200,000","72,400,000","73,500,000","72,700,000","78,100,000","74,200,000","72,800,000","75,400,000","72,900,000","79,200,000","64,400,000","65,400,000","66,800,000","65,000,000","56,800,000","57,800,000","53,700,000","87,400,000","60,300,000","53,400,000","47,700,000","41,400,000","47,100,000","49,300,000","50,500,000","52,600,000","45,300,000","52,500,000","48,400,000","54,700,000","45,000,000","53,000,000","51,000,000","-117,300,000","148,400,000","146,400,000","146,900,000","63,100,000","143,900,000","149,600,000","147,000,000","55,800,000","139,600,000","143,600,000","145,100,000","49,600,000","159,900,000","36,700,000","35,000,000"
	SellingGeneralAndAdministration,"248,100,000","75,200,000","57,800,000","54,900,000","60,200,000","54,000,000","52,800,000","45,400,000","44,400,000","58,400,000","66,300,000","65,200,000","67,700,000","68,000,000","72,900,000","65,500,000","62,700,000","67,100,000","61,900,000","66,200,000","66,700,000","59,500,000","65,300,000","60,500,000","59,300,000","62,600,000","40,800,000","62,500,000","72,400,000","63,100,000","70,400,000","68,700,000","65,700,000","67,700,000","66,300,000","70,600,000","82,100,000","85,700,000","92,000,000","91,700,000","90,700,000","103,400,000","97,400,000","96,700,000","99,300,000","88,700,000","88,800,000","65,900,000","76,000,000","74,200,000","86,800,000","83,700,000","64,400,000","80,800,000","59,000,000","74,300,000","79,200,000","70,200,000","72,400,000","73,500,000","72,700,000","78,100,000","74,200,000","72,800,000","75,400,000","72,900,000","79,200,000","64,400,000","65,400,000","66,800,000","65,000,000","56,800,000","57,800,000","53,700,000","87,400,000","60,300,000","53,400,000","47,700,000","41,400,000","47,100,000","49,300,000","50,500,000","52,600,000","45,300,000","52,500,000","48,400,000","54,700,000","45,000,000","53,000,000","51,000,000","-120,000,000","118,100,000","116,100,000","114,900,000","144,300,000","117,900,000","122,400,000","119,000,000","132,300,000","112,800,000","118,800,000","120,200,000","132,400,000","132,300,000","25,300,000","23,500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000","30,300,000","30,300,000","32,000,000",,"26,000,000","27,200,000","28,000,000",,"26,800,000","24,800,000","24,900,000",,"27,600,000","11,400,000","11,500,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000","30,300,000","30,300,000","32,000,000",,"26,000,000","27,200,000","28,000,000",,"26,800,000","24,800,000","24,900,000",,"27,600,000","11,400,000","11,500,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,300,000","30,300,000","32,000,000",,"26,000,000","27,200,000","28,000,000",,"26,800,000","24,800,000","24,900,000",,"27,600,000","11,400,000","11,500,000"
	OtherOperatingExpenses,,,,,,,"0",,"-4,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
