name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012
TotalAssets,"17,419,000,000","16,520,000,000","16,418,000,000","16,771,000,000","15,397,000,000","15,094,000,000","14,400,000,000","14,261,000,000","14,428,000,000","16,282,000,000","16,233,000,000","15,711,000,000","16,058,000,000","16,227,000,000","16,288,000,000","16,346,000,000","13,372,000,000","14,359,000,000","14,662,000,000","14,552,000,000","14,886,000,000","14,527,000,000","15,269,000,000","15,483,000,000","15,716,000,000","14,875,000,000","14,756,000,000","15,093,000,000","15,686,000,000","15,970,000,000","16,123,000,000","16,489,000,000","16,543,000,000","15,983,000,000","16,343,000,000","15,643,000,000","16,954,000,000","16,561,000,000","13,335,000,000","13,090,000,000"
	CurrentAssets,"4,162,000,000","4,599,000,000","4,372,000,000","4,456,000,000","3,943,000,000","3,596,000,000","3,435,000,000","3,461,000,000","3,741,000,000","3,718,000,000","3,799,000,000","4,050,000,000","4,247,000,000","4,429,000,000","4,469,000,000","4,394,000,000","3,986,000,000","3,718,000,000","3,768,000,000","3,815,000,000","3,762,000,000","3,591,000,000","3,328,000,000","3,889,000,000","3,905,000,000","3,795,000,000","3,889,000,000","3,975,000,000","4,088,000,000","4,052,000,000","4,865,000,000","5,270,000,000","5,370,000,000","5,112,000,000","5,230,000,000","4,643,000,000","3,851,000,000","3,164,000,000","3,126,000,000","3,115,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,865,000,000","2,184,000,000","2,100,000,000","2,236,000,000","1,974,000,000","1,562,000,000","1,539,000,000","1,517,000,000","1,388,000,000","1,272,000,000","1,441,000,000","1,643,000,000","1,648,000,000","1,618,000,000","1,886,000,000","2,034,000,000","2,112,000,000","1,856,000,000","1,877,000,000","2,016,000,000","1,850,000,000","1,564,000,000","1,499,000,000","1,832,000,000","1,972,000,000","1,883,000,000","1,898,000,000","1,951,000,000","2,027,000,000","1,918,000,000","2,735,000,000","3,145,000,000","3,207,000,000","2,908,000,000","2,688,000,000","2,381,000,000","1,539,000,000","741,000,000","1,010,000,000","1,133,000,000"
			CashAndCashEquivalents,"1,865,000,000","2,184,000,000","2,100,000,000","2,236,000,000","1,974,000,000","1,562,000,000","1,539,000,000","1,517,000,000","1,388,000,000","1,272,000,000","1,441,000,000","1,643,000,000","1,648,000,000","1,618,000,000","1,886,000,000","2,034,000,000","2,112,000,000","1,856,000,000","1,877,000,000","2,016,000,000","1,850,000,000","1,564,000,000","1,499,000,000","1,832,000,000","1,972,000,000","1,883,000,000","1,898,000,000","1,951,000,000","2,027,000,000","1,918,000,000","2,735,000,000","3,145,000,000","3,207,000,000","2,908,000,000","2,688,000,000","2,381,000,000","1,539,000,000","741,000,000","1,010,000,000","1,133,000,000"
		Receivables,"1,532,000,000","1,665,000,000","1,499,000,000","1,498,000,000","1,335,000,000","1,444,000,000","1,240,000,000","1,203,000,000","1,237,000,000","1,570,000,000","1,540,000,000","1,544,000,000","1,631,000,000","1,853,000,000","1,648,000,000","1,612,000,000","1,387,000,000","1,431,000,000","1,424,000,000","1,358,000,000","1,386,000,000","1,581,000,000","1,352,000,000","1,284,000,000","1,313,000,000","1,409,000,000","1,361,000,000","1,373,000,000","1,360,000,000","1,505,000,000","1,471,000,000","1,454,000,000","1,485,000,000","1,628,000,000","2,010,000,000","1,582,000,000","1,463,000,000","1,656,000,000","1,426,000,000","1,369,000,000"
			AccountsReceivable,"1,532,000,000","1,665,000,000","1,499,000,000","1,498,000,000","1,335,000,000","1,444,000,000","1,240,000,000","1,203,000,000","1,237,000,000","1,570,000,000","1,540,000,000","1,544,000,000","1,631,000,000","1,853,000,000","1,648,000,000","1,612,000,000","1,328,000,000","1,379,000,000","1,365,000,000","1,276,000,000","1,326,000,000","1,388,000,000","1,294,000,000","1,229,000,000","1,254,000,000","1,349,000,000","1,301,000,000","1,310,000,000","1,308,000,000","1,450,000,000","1,411,000,000","1,388,000,000","1,394,000,000","1,481,000,000","1,426,000,000","1,335,000,000","1,463,000,000","1,656,000,000",,"1,369,000,000"
				GrossAccountsReceivable,"1,606,000,000","1,738,000,000","1,570,000,000","1,569,000,000","1,415,000,000","1,526,000,000","1,315,000,000","1,276,000,000","1,295,000,000","1,624,000,000","1,593,000,000","1,590,000,000","1,681,000,000","1,901,000,000","1,693,000,000","1,829,000,000","1,532,000,000","1,593,000,000","1,570,000,000","1,484,000,000","1,540,000,000","1,615,000,000","1,511,000,000","1,442,000,000","1,467,000,000","1,587,000,000","1,517,000,000","1,530,000,000","1,546,000,000","1,708,000,000","1,658,000,000","1,563,000,000","1,576,000,000","1,672,000,000","1,596,000,000","1,510,000,000","1,644,000,000","1,849,000,000",,"1,555,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-74,000,000","-73,000,000","-71,000,000","-71,000,000","-80,000,000","-82,000,000","-75,000,000","-73,000,000","-58,000,000","-54,000,000","-53,000,000","-46,000,000","-50,000,000","-48,000,000","-45,000,000","-217,000,000","-204,000,000","-214,000,000","-205,000,000","-208,000,000","-214,000,000","-227,000,000","-217,000,000","-213,000,000","-213,000,000","-238,000,000","-216,000,000","-220,000,000","-238,000,000","-258,000,000","-247,000,000","-175,000,000","-182,000,000","-191,000,000","-170,000,000","-175,000,000","-181,000,000","-193,000,000",,"-186,000,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,000,000","584,000,000",,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,"59,000,000","52,000,000","59,000,000","82,000,000","60,000,000","53,000,000","58,000,000","55,000,000","59,000,000","60,000,000","60,000,000","63,000,000","52,000,000","55,000,000","60,000,000","66,000,000","91,000,000","0","0","247,000,000",,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"140,000,000",,,,,,,,,,,,,,,,,,
		Inventory,"308,000,000","248,000,000","308,000,000","253,000,000","246,000,000","203,000,000","203,000,000","348,000,000","363,000,000","358,000,000","402,000,000","348,000,000","404,000,000","400,000,000","388,000,000","376,000,000","224,000,000","216,000,000","225,000,000","208,000,000","228,000,000","226,000,000","233,000,000","218,000,000","367,000,000","254,000,000","293,000,000","319,000,000","370,000,000","274,000,000","293,000,000","310,000,000","364,000,000","277,000,000","275,000,000","301,000,000",,,,"246,000,000"
		PrepaidAssets,,,,,,,,,,,,,,,,,"263,000,000","215,000,000","242,000,000","233,000,000","298,000,000","220,000,000","244,000,000","240,000,000","253,000,000","249,000,000","265,000,000",,"252,000,000","277,000,000","287,000,000","274,000,000","250,000,000","242,000,000","202,000,000","235,000,000",,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,"0","0","0","0","315,000,000",,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","67,000,000","61,000,000","79,000,000","76,000,000","77,000,000","76,000,000","62,000,000","52,000,000","55,000,000","55,000,000",,,,"86,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","67,000,000","61,000,000","79,000,000","76,000,000","77,000,000","76,000,000","62,000,000","52,000,000","55,000,000","55,000,000",,,,"86,000,000"
		AssetsHeldForSaleCurrent,,,,,,,,,"334,000,000",,,,,,,,,,,,,,,"0","0","0","5,000,000",,,"2,000,000","2,000,000","11,000,000","2,000,000","5,000,000","0","89,000,000",,,,"126,000,000"
