name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"2,997,600,000","742,000,000","763,900,000","741,900,000","749,900,000","693,900,000","660,200,000","589,800,000","544,300,000","535,700,000","499,651,000","462,451,000","474,110,000","463,561,000","460,541,000","487,152,000","573,140,000","554,275,000","511,800,000","486,267,000","480,757,000","437,153,000","405,140,000","380,660,000","325,861,000","183,681,000","172,387,000","209,332,000","217,966,000","213,839,000","203,021,000","186,798,000","184,697,000","206,353,000","204,394,000","166,453,000","156,928,000","141,645,000","133,796,000","141,447,000","177,397,000","190,868,000","171,671,000","194,508,000","224,487,000","231,851,000","218,978,000","221,323,000","220,647,000","198,069,000","149,270,000","106,262,000","79,155,000","76,719,000","125,180,000","157,364,000","171,002,000","193,448,000","184,063,000","181,014,000","203,978,000","211,432,000","199,895,000","205,494,000","198,351,000","179,061,000","129,174,000","122,520,000","130,193,000","127,407,000","130,859,000","139,651,000","151,585,000","132,985,000","101,778,000","81,568,000","81,168,000","72,777,000","77,558,000","92,216,000","85,932,000","59,067,000","50,063,000","83,201,000","72,656,000","110,888,000","96,062,000","87,636,000","77,701,000","65,556,000","54,400,000","50,600,000","44,200,000","37,900,000"
	OperatingRevenue,"2,997,600,000","742,000,000","763,900,000","741,900,000","749,900,000","693,900,000","660,200,000","589,800,000","544,300,000","535,700,000","499,651,000","462,451,000","474,110,000","463,561,000","460,541,000","487,152,000","573,140,000","554,275,000","511,800,000","486,267,000","480,757,000","437,153,000","405,140,000","380,660,000","325,861,000","183,681,000","172,387,000","209,332,000","217,966,000","213,839,000","203,021,000","186,798,000","184,697,000","206,353,000","204,394,000","166,453,000","156,928,000","141,645,000","133,796,000","141,447,000","177,397,000","190,868,000","171,671,000","194,508,000","224,487,000","231,851,000","218,978,000","221,323,000","220,647,000","198,069,000","149,270,000","106,262,000","79,155,000","76,719,000","125,180,000","157,364,000","171,002,000","193,448,000","184,063,000","181,014,000","203,978,000","211,432,000","199,895,000","205,494,000","198,351,000","179,061,000","129,174,000","122,520,000","130,193,000","127,407,000","130,859,000","139,651,000","151,585,000","132,985,000","101,778,000","81,568,000","81,168,000","72,777,000","77,558,000","92,216,000","85,932,000","59,067,000","50,063,000","53,201,000","72,656,000","110,888,000","96,062,000","87,636,000","77,701,000","65,556,000","54,400,000","50,600,000","44,200,000","37,900,000"
CostOfRevenue,"1,605,400,000","408,000,000","409,400,000","393,500,000","394,700,000","371,800,000","358,600,000","327,800,000","298,000,000","296,100,000","283,369,000","257,447,000","263,083,000","265,443,000","250,657,000","255,292,000","298,263,000","291,420,000","273,474,000","258,272,000","261,174,000","231,606,000","221,732,000","212,275,000","189,948,000","105,768,000","99,588,000","115,103,000","119,168,000","116,793,000","113,587,000","107,473,000","105,062,000","116,981,000","116,714,000","104,219,000","94,970,000","86,943,000","81,195,000","84,876,000","100,881,000","107,077,000","95,710,000","106,830,000","119,499,000","125,490,000","121,657,000","122,820,000","123,328,000","109,605,000","86,536,000","66,783,000","53,627,000","66,128,000","80,571,000","94,425,000","100,514,000","111,541,000","108,066,000","104,416,000","117,948,000","118,570,000","112,638,000","114,875,000","111,850,000","105,316,000","77,545,000","74,863,000","78,407,000","78,045,000","82,716,000","84,045,000","90,192,000","78,756,000","64,242,000","53,846,000","53,723,000","47,371,000","52,523,000","60,391,000","56,217,000","39,847,000","49,589,000","37,105,000","46,838,000","67,693,000","50,701,000","45,512,000","39,486,000","33,773,000","28,600,000","27,400,000","24,000,000","21,100,000"
GrossProfit,"1,392,200,000","334,000,000","354,500,000","348,400,000","355,200,000","322,100,000","301,600,000","262,000,000","246,300,000","239,600,000","216,282,000","205,004,000","211,027,000","198,118,000","209,884,000","231,860,000","274,877,000","262,855,000","238,326,000","227,995,000","219,583,000","205,547,000","183,408,000","168,385,000","135,913,000","77,913,000","72,799,000","94,229,000","98,798,000","97,046,000","89,434,000","79,325,000","79,635,000","89,372,000","87,680,000","62,234,000","61,958,000","54,702,000","52,601,000","56,571,000","76,516,000","83,791,000","75,961,000","87,678,000","104,988,000","106,361,000","97,321,000","98,503,000","97,319,000","88,464,000","62,734,000","39,479,000","25,528,000","10,591,000","44,609,000","62,939,000","70,488,000","81,907,000","75,997,000","76,598,000","86,030,000","92,862,000","87,257,000","90,619,000","86,501,000","73,745,000","51,629,000","47,657,000","51,786,000","49,362,000","48,143,000","55,606,000","61,393,000","54,229,000","37,536,000","27,722,000","27,445,000","25,406,000","25,035,000","31,825,000","29,715,000","19,220,000","474,000","46,096,000","25,818,000","43,195,000","45,361,000","42,124,000","38,215,000","31,783,000","25,800,000","23,200,000","20,200,000","16,800,000"
OperatingExpense,"644,400,000","159,000,000","162,500,000","162,500,000","159,900,000","155,500,000","150,800,000","142,000,000","142,700,000","145,900,000","141,364,000","140,687,000","142,643,000","137,115,000","111,362,000","113,415,000","123,964,000","129,996,000","116,352,000","115,364,000","117,127,000","120,003,000","98,929,000","115,144,000","108,498,000","52,860,000","50,089,000","52,304,000","52,545,000","49,218,000","50,386,000","49,952,000","48,704,000","50,619,000","56,728,000","48,776,000","52,404,000","49,855,000","45,643,000","44,012,000","48,669,000","50,422,000","45,961,000","46,566,000","47,683,000","49,853,000","48,920,000","43,567,000","47,370,000","45,811,000","42,367,000","37,370,000","39,205,000","45,580,000","51,744,000","54,951,000","57,583,000","54,063,000","54,703,000","53,530,000","58,387,000","56,982,000","56,659,000","54,997,000","52,049,000","51,076,000","36,884,000","39,407,000","41,422,000","42,088,000","39,007,000","40,861,000","40,972,000","38,181,000","34,139,000","32,736,000","32,529,000","32,829,000","35,537,000","36,883,000","36,911,000","28,395,000","23,436,000","29,797,000","29,774,000","36,168,000","25,090,000","22,394,000","20,343,000","17,167,000","15,400,000","15,300,000","14,300,000","13,400,000"
	SellingGeneralAndAdministration,"381,100,000","92,000,000","96,200,000","95,800,000","97,200,000","95,900,000","92,800,000","87,000,000","86,100,000","87,200,000","82,554,000","82,101,000","83,236,000","82,455,000","68,166,000","70,822,000","76,559,000","82,949,000","72,510,000","71,839,000","71,979,000","74,220,000","53,368,000","70,424,000","71,429,000","33,950,000","31,555,000","33,396,000","33,269,000","30,867,000","32,633,000","32,365,000","32,239,000","34,591,000","39,874,000","33,158,000","34,849,000","34,173,000","30,853,000","29,661,000","32,959,000","34,119,000","31,473,000","31,984,000","31,851,000","32,707,000","32,880,000","28,247,000","30,902,000","29,374,000","27,814,000","24,385,000","25,909,000","28,464,000","30,518,000","33,460,000","35,113,000","31,709,000","32,251,000","32,494,000","35,928,000","34,576,000","34,621,000","33,017,000","30,300,000","29,765,000","23,791,000","22,341,000","23,040,000","23,849,000","21,500,000","22,971,000","22,661,000","20,152,000","17,523,000","17,090,000","17,459,000","17,819,000","19,596,000","20,455,000","20,721,000","17,058,000","16,078,000","17,474,000","17,576,000","19,057,000","14,604,000","13,446,000","12,312,000","11,000,000","10,400,000","10,300,000","9,400,000","8,900,000"
	ResearchAndDevelopment,"205,000,000","52,000,000","51,100,000","51,700,000","50,000,000","47,200,000","45,400,000","42,500,000","42,800,000","42,400,000","41,707,000","41,566,000","41,855,000","38,933,000","32,461,000","31,898,000","36,504,000","34,857,000","33,045,000","32,548,000","33,680,000","33,282,000","32,870,000","32,268,000","28,214,000","17,227,000","16,841,000","17,217,000","17,567,000","16,680,000","16,022,000","15,827,000","15,421,000","15,618,000","16,252,000","15,257,000","16,813,000","15,248,000","14,207,000","14,136,000","15,591,000","16,184,000","14,224,000","14,331,000","15,582,000","16,896,000","15,790,000","15,070,000","16,154,000","16,468,000","13,681,000","12,114,000","12,285,000","15,463,000","19,277,000","19,528,000","20,486,000","19,249,000","18,361,000","17,159,000","18,351,000","18,299,000","18,018,000","17,964,000","17,663,000","16,057,000","12,994,000","13,684,000","14,689,000","14,549,000","13,816,000","14,201,000","14,620,000","14,336,000","12,931,000","12,034,000","11,453,000","11,232,000","12,164,000","12,650,000","12,053,000","9,132,000","8,057,000","9,303,000","9,453,000","11,151,000","6,896,000","5,967,000","5,818,000","4,427,000","3,400,000","3,500,000","3,300,000","3,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"58,300,000","15,000,000","15,200,000","15,000,000","12,700,000","12,400,000","12,600,000","12,500,000","13,800,000","16,300,000","17,103,000","17,020,000","17,552,000","15,727,000","10,735,000","10,695,000","10,901,000","11,190,000","10,797,000","10,977,000","11,468,000","12,501,000","12,691,000","12,452,000","8,855,000","1,683,000","1,693,000","1,691,000","1,709,000","1,671,000","1,731,000","1,760,000","1,044,000","410,000","602,000","361,000","742,000","434,000","583,000","215,000","119,000","119,000","264,000","251,000","250,000","250,000","250,000","250,000","314,000","651,000","872,000","871,000","1,011,000","1,653,000","1,949,000","1,963,000","1,984,000","3,105,000","4,091,000","3,877,000","4,108,000","4,107,000","4,020,000","4,016,000","4,086,000","5,254,000","3,099,000","3,382,000","3,693,000","3,690,000","3,691,000","3,689,000","3,691,000","3,693,000","3,685,000","3,612,000","3,617,000","3,778,000","3,777,000","3,778,000","4,137,000","2,205,000","3,021,000","3,020,000","2,745,000","2,240,000","3,590,000","2,981,000","2,213,000","1,740,000","1,600,000","1,500,000","1,600,000","1,500,000"
		DepreciationAndAmortizationInIncomeStatement,"58,300,000","15,000,000","15,200,000","15,000,000","12,700,000","12,400,000","12,600,000","12,500,000","13,800,000","16,300,000","17,103,000","17,020,000","17,552,000","15,727,000","10,735,000","10,695,000","10,901,000","11,190,000","10,797,000","10,977,000","11,468,000","12,501,000","12,691,000","12,452,000","8,855,000","1,683,000","1,693,000","1,691,000","1,709,000","1,671,000","1,731,000","1,760,000","1,044,000","410,000","602,000","361,000","742,000","434,000","583,000","215,000","119,000","119,000","264,000","251,000","250,000","250,000","250,000","250,000","314,000","651,000","872,000","871,000","1,011,000","1,653,000","1,949,000","1,963,000","1,984,000","3,105,000","4,091,000","3,877,000","4,108,000","4,107,000","4,020,000","4,016,000","4,086,000","5,254,000","3,099,000","3,382,000","3,693,000","3,690,000","3,691,000","3,689,000","3,691,000","3,693,000","3,685,000","3,612,000","3,617,000","3,778,000","3,777,000","3,778,000","4,137,000","2,205,000","3,021,000","3,020,000","2,745,000","2,240,000","3,590,000","2,981,000","2,213,000","1,740,000","1,600,000","1,500,000","1,600,000","1,500,000"
			Amortization,"58,300,000","15,000,000","15,200,000","15,000,000","12,700,000","12,400,000","12,600,000","12,500,000","13,800,000","16,300,000","17,103,000","17,020,000","17,552,000","15,727,000","10,735,000","10,695,000","10,901,000","11,190,000","10,797,000","10,977,000","11,468,000","12,501,000","12,691,000","12,452,000","8,855,000","1,683,000","1,693,000","1,691,000","1,709,000","1,671,000","1,731,000","1,760,000","1,044,000","410,000","602,000","361,000","742,000","434,000","583,000","215,000","119,000","119,000","264,000","251,000","250,000","250,000","250,000","250,000","314,000","651,000","872,000","871,000","1,011,000","1,653,000","1,949,000","1,963,000","1,984,000","3,105,000","4,091,000","3,877,000","4,108,000","4,107,000","4,020,000","4,016,000","4,086,000","5,254,000","3,099,000","3,382,000","3,693,000","3,690,000","3,691,000","3,689,000","3,691,000","3,693,000","3,685,000","3,612,000","3,617,000","3,778,000","3,777,000","3,778,000","4,137,000","2,205,000","3,021,000","3,020,000","2,745,000","2,240,000",,,,,,,,
