name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
TotalRevenue,"138,273,000","192,519,000","-242,688,000","54,246,000","23,687,000"
	OperatingRevenue,"138,273,000","192,519,000","-242,688,000","54,246,000","23,687,000"
CostOfRevenue,,"122,516,000","160,428,000","39,713,000","19,022,000"
GrossProfit,,"70,003,000","141,367,000","14,533,000","4,665,000"
OperatingExpense,"44,574,592","44,898,000","-48,195,408","5,537,000","5,217,000"
	SellingGeneralAndAdministration,"42,242,992","41,558,000","-44,164,008","4,329,000","4,129,000"
		GeneralAndAdministrativeExpense,"41,378,992","40,160,000","-41,978,008","3,795,000","3,759,000"
			OtherGandA,"41,378,992","40,160,000","-41,978,008","3,795,000","3,759,000"
		SellingAndMarketingExpense,,"1,398,000","1,876,000","534,000","370,000"
	ResearchAndDevelopment,,"3,340,000","3,443,000","1,208,000","1,088,000"
OperatingIncome,"10,895,408","25,105,000","-49,299,592","8,996,000","-552,000"
NetNonOperatingInterestIncomeExpense,,"-21,676,000","-17,804,000","-2,135,000","-1,753,000"
	InterestExpenseNonOperating,,"21,676,000","17,804,000","2,135,000","1,753,000"
OtherIncomeExpense,"-454,499,961","-427,227,000","4,142,039","-12,000","-4,000"
	GainOnSaleOfSecurity,,"-375,762,000",,,
	SpecialIncomeCharges,,"-51,822,000","-20,278,000","-12,000","18,000"
		ImpairmentOfCapitalAssets,,"53,985,000","24,654,000","0",
		OtherSpecialCharges,,,"33,000","42,000","0"
		GainOnSaleOfPPE,,"2,163,000","4,409,000","30,000","13,000"
	OtherNonOperatingIncomeExpenses,,"357,000","-7,388,000",,"-22,000"
PretaxIncome,"-463,145,553","-423,798,000","-18,607,553","6,849,000","-2,309,000"
TaxProvision,,"42,406,000","16,460,000","0","0"
NetIncomeCommonStockholders,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
	NetIncome,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
		NetIncomeIncludingNoncontrollingInterests,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
			NetIncomeContinuousOperations,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
	OtherunderPreferredStockDividend,,,"0",,"0"
DilutedNIAvailtoComStockholders,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
BasicEPS,,"-1.52",,"0.022",
DilutedEPS,,"-1.52",,"0.022",
BasicAverageShares,,"307,475,000",,"317,279,900",
DilutedAverageShares,,"307,475,000",,"317,279,900",
TotalOperatingIncomeAsReported,"-40,956,592","-26,717,000","-34,549,592","9,026,000","-534,000"
TotalExpenses,"127,377,592","167,414,000","-193,388,408","45,250,000","24,239,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
NormalizedIncome,"-50,694,592","-209,653,600","-14,785,592","6,861,000","-2,327,000"
InterestExpense,,"21,676,000","17,804,000","2,135,000","1,753,000"
NetInterestIncome,,"-21,676,000","-17,804,000","-2,135,000","-1,753,000"
EBIT,"-416,319,592","-402,122,000","-17,872,592","8,984,000","-556,000"
EBITDA,"-416,319,592"
ReconciledCostOfRevenue,,"122,516,000","160,428,000","39,713,000","19,022,000"
ReconciledDepreciation,,"42,192,000","20,476,000","2,916,000","2,790,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
TotalUnusualItemsExcludingGoodwill,"-454,856,961","-427,584,000","-4,518,961","-12,000","18,000"
TotalUnusualItems,"-454,856,961","-427,584,000","-4,518,961","-12,000","18,000"
NormalizedEBITDA,"38,537,369","67,654,000","-13,353,631","11,912,000","2,216,000"
TaxRateForCalcs,"0","0.4","0","0","0"
TaxEffectOfUnusualItems,"0","-171,033,600","0","0","0"
