name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"404,764,000","136,920,000","118,306,000","104,620,000","44,919,000","27,918,000","28,087,000","24,306,000","25,795,000"
	OperatingRevenue,"404,764,000","136,920,000","118,306,000","104,620,000","44,919,000","27,918,000","28,087,000","24,306,000","25,795,000"
CostOfRevenue,"361,006,000","120,205,000","102,468,000","94,931,000","43,402,000","23,512,000","22,069,000","21,645,000","19,844,000"
GrossProfit,"43,758,000","16,715,000","15,838,000","9,689,000","1,517,000","4,406,000","6,018,000","2,661,000","5,951,000"
OperatingExpense,"83,491,000","27,341,000","25,019,000","20,039,000","11,093,000","2,600,000","3,807,000","2,555,000","2,084,000"
	SellingGeneralAndAdministration,"65,727,000","22,279,000","18,930,000","14,863,000","9,656,000","2,086,000","3,378,000","2,196,000","1,728,000"
		GeneralAndAdministrativeExpense,"57,762,000","18,978,000","16,315,000","13,589,000","8,881,000","1,795,000","3,122,000","1,885,000","1,456,000"
			OtherGandA,"57,762,000","18,978,000","16,315,000","13,589,000","8,881,000","1,795,000","3,122,000","1,885,000","1,456,000"
		SellingAndMarketingExpense,"7,965,000","3,301,000","2,615,000","1,274,000","775,000","291,000","256,000","311,000","272,000"
	DepreciationAmortizationDepletionIncomeStatement,"17,764,000","5,062,000","6,089,000","5,176,000","1,437,000","514,000","429,000","359,000","356,000"
		DepreciationAndAmortizationInIncomeStatement,"17,764,000","5,062,000","6,089,000","5,176,000","1,437,000","514,000","429,000","359,000","356,000"
	OtherOperatingExpenses,,,,,,"18,438,612",,,
OperatingIncome,"-39,733,000","-10,626,000","-9,181,000","-10,350,000","-9,576,000","1,806,000","2,211,000","106,000","3,867,000"
NetNonOperatingInterestIncomeExpense,"-5,716,000","-1,728,000","-1,905,000","-1,291,000","-792,000","-504,000","-542,000","-387,000","-403,000"
	InterestExpenseNonOperating,"5,716,000","1,728,000","1,905,000","1,291,000",,"504,000","542,000","387,000","403,000"
	TotalOtherFinanceCost,,,"1,905,000",,"792,000",,,,"403,000"
OtherIncomeExpense,,"-4,264,000","13,485,000","8,787,000","3,004,000",,,,
	GainOnSaleOfSecurity,,"-3,536,000","8,735,000","10,227,000","1,795,000",,,,
	SpecialIncomeCharges,"-208,000","-266,000","-551,000","-600,000","1,209,000","0","-451,000","0","0"
		RestructuringAndMergernAcquisition,"1,788,000","266,000","494,000","879,000","149,000","0","0","0","0"
		OtherSpecialCharges,,,"7,000","-279,000","-1,358,000",,,,
		GainOnSaleOfPPE,,,"-50,000",,,,,,
	OtherNonOperatingIncomeExpenses,,"-462,000","5,301,000","-840,000",,,,,
PretaxIncome,"-24,437,000","-16,618,000","2,399,000","-2,854,000","-7,364,000","1,302,000","1,218,000","-281,000","3,464,000"
TaxProvision,"340,000","181,000","159,000","0","0","0","0","0","0"
NetIncomeCommonStockholders,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,273,000","-315,000","3,382,000"
	NetIncome,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,273,000","-315,000","3,382,000"
		NetIncomeIncludingNoncontrollingInterests,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,218,000","-281,000","3,464,000"
			NetIncomeContinuousOperations,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,218,000","-281,000","3,464,000"
		MinorityInterests,,,"0","0","0","0","55,000","-34,000","-82,000"
DilutedNIAvailtoComStockholders,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,273,000","-315,000","3,382,000"
BasicEPS,,"-0.19","-0.04","-0.03","-0.26","0.016",,"-0.004","0.042"
DilutedEPS,,"-0.19","-0.04","-0.03","-0.26","0.016",,"-0.004","0.042"
BasicAverageShares,,"87,367,972","87,106,000","82,552,520","28,404,759","80,247,842",,"80,247,842","80,247,842"
DilutedAverageShares,,"87,367,972","87,106,000","82,552,520","28,404,759","80,247,842",,"80,247,842","80,247,842"
TotalOperatingIncomeAsReported,"-41,518,000","-10,890,000","-9,674,000","-11,229,000","-9,725,000","1,806,000","2,211,000","106,000","3,867,000"
TotalExpenses,"444,497,000","147,546,000","127,487,000","114,970,000","54,495,000","26,112,000","25,876,000","24,200,000","21,928,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,273,000","-315,000","3,382,000"
NormalizedIncome,"-34,981,800","-14,515,800","-5,400,583.993","-12,481,000","-10,368,000","1,302,000","1,724,000","-315,000","3,382,000"
InterestExpense,"5,716,000","1,728,000","1,905,000","1,291,000",,"504,000","542,000","387,000","403,000"
NetInterestIncome,"-5,716,000","-1,728,000","-1,905,000","-1,291,000","-792,000","-504,000","-542,000","-387,000","-403,000"
EBIT,"-18,721,000","-14,890,000","4,304,000","-1,563,000","-9,576,000","1,806,000","1,760,000","106,000","3,867,000"
EBITDA,"-957,000"
ReconciledCostOfRevenue,"361,007,000","120,205,000","102,487,000","94,923,000","43,392,000","23,512,000","22,071,000","21,642,000","19,844,000"
ReconciledDepreciation,"17,763,000","5,062,000","6,070,000","5,184,000","1,447,000","514,000","427,000","362,000","356,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-24,774,000","-16,797,000","2,241,000","-2,854,000","-7,364,000","1,302,000","1,273,000","-315,000","3,382,000"
TotalUnusualItemsExcludingGoodwill,"17,013,000","-3,802,000","8,184,000","9,627,000","3,004,000","0","-451,000","0","0"
TotalUnusualItems,"17,013,000","-3,802,000","8,184,000","9,627,000","3,004,000","0","-451,000","0","0"
NormalizedEBITDA,"-17,970,000","-6,026,000","2,209,000","-6,006,000","-11,133,000","2,320,000","2,640,000","468,000","4,223,000"
TaxRateForCalcs,"0.4","0.4","0.066","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"6,805,200","-1,520,800","542,416.007","0","0","0","0","0","0"
