name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalAssets,"1,255,400,000","1,320,700,000","1,335,900,000","1,360,300,000","1,336,900,000","1,418,800,000","1,444,500,000","1,404,600,000","1,446,700,000","1,578,300,000","1,591,200,000","1,562,700,000","1,557,300,000","1,556,600,000","1,573,600,000","1,174,100,000","1,218,500,000","1,228,500,000","1,228,300,000","1,224,400,000","1,267,800,000","1,276,100,000","1,270,900,000","880,500,000","868,200,000","871,700,000","787,000,000","766,200,000","779,049,000","781,854,000","809,006,000","823,814,000","816,426,000","756,681,000","781,658,000","803,821,000","729,028,000","717,746,000","703,061,000","690,635,000","699,253,000","661,258,000","619,735,000","610,827,000","557,280,000","593,609,000","610,842,000","593,847,000","589,563,000","540,037,000","494,129,000","466,421,000","620,430,000","573,567,000","531,228,000","499,342,000","390,957,000","384,358,000","373,370,000","372,067,000","362,149,000","262,322,000","262,816,000","276,603,000","278,293,000","285,229,000","150,035,000","158,958,000","160,580,000","171,362,000","177,478,000","188,356,000","148,329,000","156,995,000","165,976,000","182,823,000","182,917,000","197,110,000","140,102,000","157,390,080","153,669,644","158,924,055","161,243,893","172,145,355","162,245,219","161,481,690","122,227,963","106,375,305","77,868,000","73,900,000","65,100,000","53,600,000","56,200,000","59,100,000","62,800,000","67,400,000","69,500,000","72,600,000","74,600,000","76,100,000","70,200,000","73,900,000","77,600,000","79,600,000","81,100,000","78,700,000"
	CurrentAssets,"427,400,000","484,800,000","498,900,000","538,900,000","329,200,000","389,400,000","394,500,000","331,700,000","355,200,000","365,300,000","329,500,000","348,600,000","342,900,000","336,800,000","341,900,000","326,400,000","331,500,000","327,000,000","325,600,000","317,100,000","348,300,000","341,600,000","322,900,000","314,500,000","372,400,000","375,500,000","307,300,000","283,600,000","282,424,000","320,088,000","335,366,000","322,423,000","338,164,000","454,506,000","458,675,000","483,992,000","447,705,000","457,333,000","435,134,000","422,492,000","418,669,000","432,437,000","418,479,000","418,261,000","415,606,000","444,812,000","491,847,000","473,976,000","450,621,000","400,848,000","410,351,000","366,153,000","456,574,000","376,921,000","365,554,000","377,303,000","252,948,000","229,502,000","232,899,000","343,262,000","334,726,000","234,369,000","237,804,000","252,287,000","254,019,000","261,809,000","127,361,000","135,555,000","100,771,000","109,229,000","115,379,000","137,193,000","93,520,000","91,122,000","98,122,000","102,823,000","121,229,000","133,660,000","72,374,000","85,354,487","91,928,721","99,856,930","105,626,877","137,198,793","133,470,997","122,841,762","90,367,061","85,931,776","57,631,000","47,400,000","31,700,000","13,700,000","13,500,000","23,600,000","17,600,000","31,700,000","31,400,000","44,700,000","51,600,000","48,600,000","37,400,000","40,400,000","52,200,000","50,600,000","51,900,000","67,200,000"
		CashCashEquivalentsAndShortTermInvestments,"268,400,000","339,800,000","366,100,000","164,400,000","176,100,000","150,700,000","160,400,000","217,800,000","181,500,000","141,600,000","142,600,000","136,900,000","149,700,000","165,400,000","167,500,000","180,600,000","157,300,000","143,500,000","148,300,000","150,700,000","172,100,000","162,500,000","148,400,000","159,000,000","216,700,000","219,300,000","155,400,000","144,800,000","134,433,000","165,115,000","159,610,000","186,462,000","212,158,000","353,595,000","357,018,000","372,316,000","336,157,000","358,633,000","349,165,000","340,532,000","337,364,000","350,630,000","349,521,000","346,457,000","361,224,000","391,299,000","428,338,000","403,228,000","398,649,000","345,409,000","357,629,000","316,855,000","402,085,000","331,994,000","308,340,000","328,728,000","204,194,000","181,151,000","188,564,000","308,312,000","304,347,000","203,511,000","212,115,000","227,744,000","229,334,000","235,079,000","102,997,000","113,843,000","78,094,000","85,957,000","91,496,000","115,366,000","69,411,000","63,721,000","69,706,000","72,775,000","93,254,000","110,431,000","58,530,000","73,074,899","79,797,046","90,379,785","96,529,239","127,219,298","128,052,425","117,168,845","85,231,493","80,501,691","52,552,000","44,600,000","24,400,000","9,900,000","8,300,000","17,300,000","9,200,000","14,600,000","13,400,000","17,000,000","20,400,000","15,700,000","16,700,000","15,300,000","14,800,000","13,200,000","26,300,000","28,600,000"
			CashAndCashEquivalents,"165,200,000","258,400,000","295,200,000","118,400,000","148,900,000","117,000,000","118,300,000","163,700,000","121,000,000","81,200,000","89,900,000","93,200,000","84,900,000","90,600,000","93,300,000","110,900,000","97,400,000","88,700,000","87,900,000","102,400,000","123,800,000","108,100,000","86,900,000","68,500,000","120,500,000","134,700,000","87,400,000","64,100,000","55,209,000","59,709,000","69,803,000","64,821,000","85,798,000","71,599,000","84,987,000","104,073,000","112,323,000","68,423,000","95,583,000","86,352,000","104,852,000","108,848,000","62,676,000","52,681,000","67,378,000","67,669,000","123,305,000","92,840,000","102,149,000","60,431,000","91,196,000","63,510,000","200,685,000","178,985,000","230,233,000","237,734,000","142,392,000","114,575,000","107,216,000","143,432,000","194,871,000","85,868,000","88,625,000","98,573,000","106,407,000","118,582,000","38,728,000","49,509,000","48,393,000","62,516,000","65,494,000","83,983,000","46,912,000","42,464,000","48,233,000","61,603,000","80,421,000","97,027,000","48,519,000","61,066,953","58,567,795","53,207,043","47,358,334","35,936,817","96,201,023","92,427,846","58,631,551","56,214,736","28,780,000","27,700,000","15,700,000","5,400,000","8,300,000","17,300,000","9,200,000","14,600,000","13,400,000","17,000,000","20,400,000","15,700,000","16,700,000","15,300,000","14,800,000","13,200,000","26,300,000","28,600,000"
				CashFinancial,"138,000,000","195,200,000","208,800,000","60,400,000","65,900,000",,"68,300,000","132,800,000","103,700,000","63,200,000","67,200,000","68,700,000","70,300,000","74,200,000","75,300,000","95,600,000","91,100,000","85,900,000","82,300,000","83,500,000","106,600,000","81,300,000","61,100,000","66,100,000","114,200,000","114,000,000","67,700,000","54,700,000","45,092,000","57,010,000","63,238,000","45,181,000","82,536,000","53,924,000","71,176,000","40,412,000","31,119,000","27,687,000","45,807,000","34,217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"27,200,000","63,200,000","86,400,000","58,000,000","83,000,000",,"50,000,000","30,900,000","17,300,000","18,000,000","22,700,000","24,500,000","14,600,000","16,400,000","18,000,000","15,300,000","6,300,000","2,800,000","5,600,000","18,900,000","17,200,000","26,800,000","25,800,000","2,400,000","6,300,000","20,700,000","19,700,000","9,400,000","10,117,000","2,699,000","6,565,000","19,640,000","3,262,000","17,675,000","13,811,000","63,661,000","81,204,000","40,736,000","49,776,000","52,135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"103,200,000","81,400,000","70,900,000","46,000,000","27,200,000","33,700,000","42,100,000","54,100,000","60,500,000","60,400,000","52,700,000","43,700,000","64,800,000","74,800,000","74,200,000","69,700,000","59,900,000","54,800,000","60,400,000","48,300,000","48,300,000","54,400,000","61,500,000","90,500,000","96,200,000","84,600,000","68,000,000","80,700,000","79,224,000","105,406,000","89,807,000","121,641,000","126,360,000","281,996,000","272,031,000","268,243,000","223,834,000","290,210,000","253,582,000","254,180,000","232,512,000","241,782,000","286,845,000","293,776,000","293,846,000","323,630,000","305,033,000","310,388,000","296,500,000","284,978,000","266,433,000","253,345,000","201,400,000","153,009,000","78,107,000","90,994,000","61,802,000","66,576,000","81,348,000","164,880,000","109,476,000","117,643,000","123,490,000","129,171,000","122,927,000","116,497,000","64,269,000","64,334,000","29,701,000","23,441,000","26,002,000","31,383,000","22,499,000","21,257,000","21,473,000","11,172,000","12,833,000","13,404,000","10,011,000","12,007,946","21,229,251","37,172,742","49,170,905","91,282,481","31,851,402","24,740,999","26,599,942","24,286,955","23,772,000","16,900,000","8,700,000","4,500,000",,,,,,,,,,,,,,
		Receivables,"101,700,000","91,300,000","93,600,000","94,800,000","96,500,000","91,500,000","87,100,000","71,000,000","105,000,000","121,800,000","121,800,000","138,600,000","147,000,000","122,500,000","123,400,000","102,100,000","127,000,000","127,100,000","120,100,000","111,300,000","119,200,000","111,500,000","102,800,000","95,000,000","94,000,000","89,400,000","85,000,000","87,700,000","95,187,000","86,553,000","86,961,000","85,067,000","85,904,000","87,600,000","88,032,000","97,706,000","95,359,000","76,552,000","64,473,000","63,101,000","52,449,000","44,071,000","45,473,000","50,847,000","47,720,000","40,399,000","44,216,000","47,801,000","49,063,000","49,508,000","44,811,000","45,305,000","51,678,000","42,178,000","54,112,000","45,432,000","41,722,000","41,068,000","36,047,000","32,451,000","27,591,000","26,926,000","23,908,000","22,217,000","21,588,000","19,993,000","19,725,000","18,381,000","17,289,000","18,036,000","18,079,000","14,548,000","15,748,000","18,869,000","20,777,000","22,308,000","22,071,000","16,055,000","9,866,000","7,452,763","7,880,907","5,942,779","5,434,857","5,760,458","3,783,212","3,765,567","3,263,447","2,751,101","2,247,000","1,900,000","6,900,000","3,200,000","1,300,000","100,000","800,000","600,000","1,000,000","700,000","500,000","500,000","400,000","100,000",,,"100,000","100,000"
			AccountsReceivable,"101,700,000","91,300,000","93,600,000","94,800,000","94,100,000","89,500,000","85,100,000","68,100,000","102,500,000","118,300,000","117,000,000","133,900,000","142,600,000","116,600,000","119,100,000","98,300,000","123,700,000","121,100,000","113,200,000","105,600,000","114,800,000","107,600,000","98,200,000","91,700,000","91,100,000","84,300,000","83,400,000","85,800,000","92,195,000","81,222,000","75,717,000","81,297,000","82,678,000","84,137,000","86,218,000","94,333,000","93,172,000","75,564,000","62,503,000","60,441,000","50,948,000","42,988,000","44,818,000","50,272,000","46,436,000","40,063,000","43,829,000","47,801,000","48,117,000","48,769,000","43,736,000","44,617,000","47,473,000","41,432,000","46,934,000","40,663,000","39,704,000","38,468,000","33,488,000","31,103,000","25,461,000","24,006,000","23,162,000","20,820,000","20,514,000","18,979,000","18,747,000","17,236,000","16,173,000","17,281,000","16,627,000","13,994,000","14,816,000","13,194,000","12,373,000","12,917,000","11,706,000","9,339,000","8,702,000","7,233,162","7,151,988","4,968,047","3,683,360","3,634,370","3,505,557","3,765,567","3,263,447",,"2,247,000",,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,"110,400,000","134,000,000","130,600,000","121,800,000","113,800,000","122,900,000","115,400,000","105,000,000","98,500,000","97,600,000","90,500,000","89,600,000","93,400,000","99,925,000","89,151,000","84,099,000","90,265,000","92,428,000","93,337,000","95,118,000","101,833,000","99,472,000","80,864,000","67,503,000","65,041,000","55,248,000","46,988,000","48,518,000","53,972,000","50,636,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
