name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
TotalAssets,"3,349,258,000","3,118,041,000","3,116,680,000","3,123,504,000","2,847,102,000","2,446,099,000","2,339,364,000","2,263,969,000","2,167,407,000","2,135,157,000","2,025,020,000","2,064,918,000","2,046,140,000","1,950,846,000","1,907,209,000","1,708,405,000","1,703,963,000","1,617,352,000","1,306,906,000","1,351,747,000","1,398,928,000","1,247,701,000","1,212,193,000","1,216,907,000","1,323,099,000","1,211,209,000","1,134,754,000","1,159,221,000","1,273,008,000","1,188,963,000","1,148,727,000","1,165,938,000","1,294,347,000","1,155,968,000","1,161,160,000","1,244,636,000","1,346,581,000","1,146,072,000","1,149,547,000","1,179,718,000","1,260,074,000","1,088,269,000","1,093,003,000","1,155,732,000","1,272,557,000","1,112,980,000","1,130,884,000","1,183,707,000","1,195,705,000","1,121,977,000","1,150,925,000","1,202,311,000","1,312,178,000","1,194,361,000","1,259,318,000","1,334,501,000","1,432,296,000","1,306,557,000","1,646,822,000","1,660,451,000","1,732,093,000","1,564,257,000","1,533,823,000","1,543,259,000","1,585,076,000","1,082,935,000","1,056,349,000","1,075,722,000","1,107,132,000","977,005,000","960,197,000","942,828,000","953,337,000","831,802,000","829,098,000","844,977,000","825,496,000","732,977,000","731,957,000","879,072,000","950,935,000","915,928,000","916,626,000","950,163,000","1,007,420,000","972,215,000","947,418,000","1,008,846,000","1,056,538,000","1,004,200,000","955,800,000","1,059,300,000","1,175,000,000","1,041,200,000","928,700,000","977,900,000","1,118,900,000","816,600,000","559,000,000","513,100,000","523,800,000","426,000,000","283,700,000","256,700,000","142,700,000","179,600,000","188,600,000","203,800,000","174,000,000","141,800,000","186,800,000","190,700,000","143,700,000","123,100,000","149,400,000","173,600,000","123,100,000"
	CurrentAssets,"1,623,887,000","1,531,722,000","1,543,657,000","1,682,753,000","1,407,187,000","1,547,713,000","1,525,283,000","1,467,293,000","1,358,928,000","1,321,080,000","1,307,193,000","1,349,626,000","1,352,287,000","1,272,024,000","1,217,298,000","1,021,889,000","1,033,563,000","993,900,000","683,056,000","740,389,000","840,818,000","693,303,000","714,806,000","700,871,000","803,810,000","692,633,000","653,820,000","674,371,000","786,870,000","716,363,000","671,552,000","678,910,000","812,753,000","670,575,000","672,654,000","748,773,000","846,585,000","645,532,000","651,783,000","685,202,000","765,939,000","595,720,000","602,586,000","667,854,000","779,066,000","615,486,000","627,899,000","652,229,000","665,128,000","596,208,000","621,492,000","645,062,000","746,444,000","609,452,000","671,753,000","709,087,000","800,906,000","667,237,000","685,508,000","716,617,000","797,662,000","652,486,000","634,702,000","665,325,000","706,931,000","519,797,000","510,277,000","530,742,000","589,581,000","479,732,000","464,860,000","474,085,000","516,508,000","455,668,000","456,057,000","468,692,000","453,325,000","364,637,000","361,123,000","373,499,000","440,446,000","406,248,000","403,761,000","428,412,000","484,823,000","445,315,000","420,150,000","488,546,000","561,656,000","513,000,000","484,800,000","589,700,000","709,900,000","572,000,000","472,300,000","520,700,000","668,300,000","502,700,000","414,400,000","365,900,000","421,200,000","379,400,000","240,500,000","233,100,000","116,600,000","152,800,000","163,500,000","178,800,000","149,700,000","118,500,000","164,100,000","171,300,000","124,000,000","108,300,000","130,700,000","154,800,000","108,300,000"
		CashCashEquivalentsAndShortTermInvestments,"54,082,000","296,038,000","426,422,000","517,052,000","39,869,000","608,285,000","652,712,000","495,339,000","331,555,000","445,813,000","497,749,000","445,751,000","329,724,000","478,737,000","482,106,000","204,388,000","132,265,000","283,466,000","32,397,000","14,473,000","6,169,000","6,581,000","92,982,000","40,000,000","9,826,000","9,006,000","47,584,000","43,841,000","11,943,000","89,580,000","88,666,000","46,066,000","30,968,000","30,931,000","32,976,000","38,302,000","29,104,000","30,411,000","71,180,000","58,519,000","28,101,000","28,109,000","29,851,000","26,553,000","26,506,000","90,637,000","106,780,000","91,623,000","27,037,000","91,791,000","85,668,000","25,390,000","8,545,000","8,862,000","26,929,000","8,522,000","7,577,000","8,326,000","21,055,000","15,815,000","14,599,000","24,647,000","28,406,000","8,021,000","19,147,000","12,913,000","28,792,000","9,910,000","25,896,000","29,166,000","27,157,000","33,518,000","27,747,000","80,317,000","77,604,000","75,594,000","7,007,000","14,790,000","10,884,000","9,278,000","8,363,000","5,692,000","8,292,000","7,146,000","5,312,000","3,850,000","5,685,000","7,568,000","8,932,000","9,500,000","8,000,000","2,700,000","3,600,000","2,900,000","10,300,000","18,600,000","23,100,000","77,900,000","100,100,000","1,300,000","14,800,000","73,800,000","1,300,000","100,000","100,000","200,000","1,900,000","200,000","200,000","200,000",,"200,000","200,000","300,000","300,000","100,000","300,000"
			CashAndCashEquivalents,"54,082,000","296,038,000","426,422,000","517,052,000","39,869,000","608,285,000","652,712,000","495,339,000","331,555,000","445,813,000","497,749,000","445,632,000","329,724,000","478,737,000","482,106,000","204,388,000","132,265,000","283,466,000","32,397,000","14,473,000","6,169,000","6,581,000","92,982,000","40,000,000","9,826,000","9,006,000","47,584,000","43,841,000","11,943,000","79,588,000","78,676,000","31,846,000","16,748,000","16,711,000","15,156,000","20,482,000","11,284,000","12,591,000","48,475,000","40,699,000","10,281,000","10,289,000","12,031,000","11,233,000","11,186,000","75,317,000","91,460,000","91,623,000","27,037,000","91,791,000","85,668,000","25,390,000","8,545,000","8,862,000","26,929,000","8,522,000","7,577,000","8,326,000","21,055,000","15,815,000","14,599,000","24,647,000","28,406,000","8,021,000","19,147,000","12,913,000","28,792,000","9,910,000","10,701,000","14,100,000","12,221,000","18,211,000","12,568,000","65,265,000","77,604,000","75,594,000","7,007,000","14,790,000","10,884,000","9,278,000","8,363,000","5,692,000","8,292,000","7,146,000","5,312,000","3,850,000","5,685,000","7,568,000","8,932,000","9,500,000","8,000,000","2,700,000","3,600,000","2,900,000","10,300,000","18,600,000","23,100,000","77,900,000","100,100,000","1,300,000","14,800,000","73,800,000","1,300,000","100,000","100,000","200,000","1,900,000","200,000","200,000","200,000",,"200,000","200,000","300,000","300,000","100,000","300,000"
			OtherShortTermInvestments,,,,,,,,"0",,"0",,"119,000",,,,,,,,,,,,,,"0","0","0","0","9,992,000","9,990,000","14,220,000","14,220,000","14,220,000","17,820,000","17,820,000","17,820,000","17,820,000","22,705,000","17,820,000","17,820,000","17,820,000","17,820,000","15,320,000","15,320,000","15,320,000","15,320,000",,,,,,,,,,,,,,,,,,,,,,"15,195,000","15,066,000","14,936,000","15,307,000","15,179,000","15,052,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"619,629,000","343,659,000","385,384,000","494,432,000","636,466,000","322,806,000","391,773,000","503,288,000","460,985,000","268,229,000","300,135,000","395,581,000","456,129,000","250,223,000","275,908,000","348,781,000","395,151,000","235,075,000","237,868,000","279,504,000","343,202,000","192,224,000","201,151,000","241,954,000","340,526,000","195,357,000","207,402,000","223,149,000","321,765,000","142,877,000","193,729,000","214,120,000","323,183,000","143,105,000","194,260,000","243,650,000","322,190,000","150,767,000","202,422,000","245,780,000","309,299,000","139,254,000","195,417,000","257,418,000","327,090,000","130,618,000","192,422,000","223,845,000","277,354,000","128,991,000","206,565,000","262,735,000","317,713,000","165,681,000","260,639,000","292,746,000","342,528,000","182,917,000","247,429,000","276,858,000","332,510,000","176,305,000","239,172,000","278,591,000","289,096,000","155,908,000","184,896,000","207,108,000","237,044,000","143,656,000","183,979,000","187,360,000","225,381,000","113,839,000","146,075,000","169,263,000","200,954,000","105,843,000","130,984,000","159,283,000","192,638,000","135,348,000","141,791,000","165,627,000","193,647,000","139,283,000","151,190,000","215,013,000","240,079,000","113,100,000","149,400,000","226,800,000","275,200,000","133,200,000","142,300,000","207,000,000","224,000,000","104,900,000","85,000,000","134,700,000","127,200,000","78,700,000","62,200,000","120,100,000","41,400,000","46,200,000","71,900,000","67,900,000","36,700,000","44,800,000","78,900,000","72,500,000","29,700,000","25,100,000","63,900,000","63,600,000","25,100,000"
			AccountsReceivable,"619,629,000","343,659,000","385,384,000","494,432,000","636,466,000","322,806,000","391,773,000","503,288,000","460,985,000","268,229,000","300,135,000","395,581,000","456,129,000","250,223,000","275,908,000","348,781,000","395,151,000","235,075,000","237,868,000","279,504,000","343,202,000","192,224,000","201,151,000","241,954,000","340,526,000","195,357,000","207,402,000","223,149,000","321,765,000","142,877,000","193,729,000","214,120,000","323,183,000","143,105,000","194,260,000","243,650,000","322,190,000","150,767,000","202,422,000","245,780,000","309,299,000","139,254,000","195,417,000","257,418,000","327,090,000","130,618,000","192,422,000","223,845,000","277,354,000","128,991,000","206,565,000","262,735,000","317,713,000","165,681,000","260,639,000","292,746,000","342,528,000","182,917,000","247,429,000","276,858,000","332,510,000","176,305,000","239,172,000","278,591,000","289,096,000","155,908,000","184,896,000","207,108,000","237,044,000","143,656,000","183,979,000","187,360,000","225,381,000","113,839,000","146,075,000","169,263,000","200,954,000","105,843,000","130,984,000","159,283,000","192,638,000","135,348,000","141,791,000","165,627,000","193,647,000","139,283,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"647,863,000","371,596,000","414,603,000","524,938,000","666,250,000","353,757,000","419,434,000","527,322,000","483,088,000","289,486,000",,"411,456,000","472,947,000","268,253,000",,"370,802,000","416,127,000","255,556,000",,"300,781,000","363,429,000","214,381,000",,"267,383,000","364,285,000","216,570,000",,"241,722,000","342,578,000","167,061,000",,"243,341,000","347,954,000","163,652,000",,"267,005,000","343,391,000","169,322,000",,"264,077,000","326,510,000","155,045,000","211,007,000","276,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-28,234,000","-27,937,000","-29,219,000","-30,506,000","-29,784,000","-30,951,000","-27,661,000","-24,034,000","-22,103,000","-21,257,000",,"-15,875,000","-16,818,000","-18,030,000",,"-22,021,000","-20,976,000","-20,481,000",,"-21,277,000","-20,227,000","-22,157,000",,"-25,429,000","-23,759,000","-21,213,000",,"-18,573,000","-20,813,000","-24,184,000",,"-29,221,000","-24,771,000","-20,547,000",,"-23,355,000","-21,201,000","-18,555,000",,"-18,297,000","-17,211,000","-15,791,000","-15,590,000","-18,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"888,051,000","844,899,000","685,237,000","626,635,000","672,901,000","574,878,000","439,615,000","425,919,000","517,207,000","556,479,000","466,197,000","464,917,000","517,158,000","493,745,000","427,823,000","428,007,000","465,522,000","440,421,000","382,101,000","383,449,000","426,385,000","430,171,000","362,004,000","361,813,000","390,754,000","416,458,000","335,946,000","340,233,000","382,328,000","399,936,000","326,386,000","365,035,000","402,720,000","427,439,000","391,933,000","413,070,000","435,883,000","397,725,000","330,032,000","334,796,000","380,812,000","365,743,000","329,546,000","343,788,000","381,815,000","341,621,000","285,964,000","306,118,000","330,570,000","327,403,000","284,834,000","313,820,000","380,156,000","393,702,000","349,499,000","371,052,000","416,848,000","435,489,000","378,365,000","381,748,000","409,237,000","406,738,000","332,214,000","342,604,000","364,504,000","322,775,000","270,736,000","277,381,000","304,722,000","288,192,000","237,913,000","242,972,000","252,614,000","243,911,000","217,156,000","212,233,000","231,438,000","224,889,000","193,159,000","186,434,000","218,293,000","231,583,000","217,902,000","234,650,000","264,354,000","280,149,000","242,617,000","254,979,000","302,311,000","379,000,000","316,100,000","338,800,000","409,100,000","410,400,000","292,800,000","277,200,000","403,000,000","308,000,000","218,800,000","219,900,000","270,700,000","219,700,000","169,800,000","107,200,000","69,400,000","100,500,000","82,700,000","104,700,000","106,700,000","69,000,000","81,300,000","94,600,000","90,300,000","79,500,000","63,500,000","88,400,000","79,500,000"
