name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"6,613,761,000","1,508,937,000","1,532,196,000","2,237,432,000","1,335,196,000","886,936,000","859,264,000","1,342,331,000","334,774,000","841,830,000","1,106,796,000"
	OperatingRevenue,"6,613,761,000","1,508,937,000","1,532,196,000","2,237,432,000","1,335,196,000","886,936,000","859,264,000","1,342,331,000","334,774,000","841,830,000","1,106,796,000"
CostOfRevenue,"1,263,941,000","362,623,000","295,311,000","311,580,000","294,427,000","254,515,000","209,747,000","227,325,000","161,198,000","277,772,000","293,618,000"
GrossProfit,"5,349,820,000","1,146,314,000","1,236,885,000","1,925,852,000","1,040,769,000","632,421,000","649,517,000","1,115,006,000","173,576,000","564,058,000","813,178,000"
OperatingExpense,"4,477,505,000","1,151,128,000","1,160,548,000","1,074,344,000","1,091,485,000","967,384,000","3,735,311,000","673,541,000","642,550,000","889,547,000","1,141,117,000"
	SellingGeneralAndAdministration,"2,157,958,000","555,189,000","567,539,000","501,604,000","533,626,000","418,887,000","1,343,584,000","293,515,000","264,136,000","408,941,000","643,932,000"
		GeneralAndAdministrativeExpense,"856,135,000","210,573,000","216,511,000","210,748,000","218,303,000","189,762,000","713,769,000","180,021,000","149,299,000","91,762,000","206,919,000"
			OtherGandA,"856,135,000","210,573,000","216,511,000","210,748,000","218,303,000","189,762,000","713,769,000","180,021,000","149,299,000","91,762,000","206,919,000"
		SellingAndMarketingExpense,"1,301,823,000","344,616,000","351,028,000","290,856,000","315,323,000","229,125,000","629,815,000","113,494,000","114,837,000","317,179,000","437,013,000"
	ResearchAndDevelopment,"1,424,914,000","362,927,000","367,843,000","344,410,000","349,734,000","363,061,000","2,062,195,000","213,920,000","217,938,000","258,819,000","282,899,000"
	OtherOperatingExpenses,"894,633,000","233,012,000","225,166,000","228,330,000","208,125,000","185,436,000","329,532,000","166,106,000","160,476,000","221,787,000","214,286,000"
OperatingIncome,"872,315,000","-4,814,000","76,337,000","851,508,000","-50,716,000","-334,963,000","-3,085,794,000","441,465,000","-468,974,000","-325,489,000","-327,939,000"
NetNonOperatingInterestIncomeExpense,"-7,026,000","-1,020,000","1,259,000","-3,687,000","-3,578,000","-418,859,000","-60,853,000","-55,542,000","-43,335,000","15,159,000","14,074,000"
