name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
OperatingCashFlow,"179,590,000","28,874,000","72,575,000","39,682,000","38,093,000","70,123,000","144,244,000","66,529,000","68,029,000","57,500,000","48,711,000","32,073,000","14,438,000","42,427,000","83,470,000","29,351,000","25,975,000","45,136,000","61,125,000","-14,025,000","13,411,000","85,686,000","34,974,000","7,988,000","18,435,000","38,433,000","64,080,000","69,058,000","766,000","49,167,000","77,043,000","23,660,000","33,066,000","15,257,000","51,858,000","28,929,000","22,704,000","34,927,000","3,477,000","5,325,000","-5,453,000","-12,614,000","31,227,000","26,751,000","7,541,000","17,943,000","32,175,000","32,035,000","3,520,000","13,578,000","32,790,000","-8,023,000","16,601,000","2,849,000","31,572,000","3,149,000","-3,419,000","46,524,000","12,123,000","-1,496,000","10,971,000","15,983,000","-611,000","12,997,000","4,476,000","29,722,000","13,506,000","4,687,000","17,957,000","15,493,000","15,014,000","13,437,000","23,115,000","10,440,000","11,099,000","11,893,000","12,113,000","9,346,000","4,598,000","43,055,000","10,481,000","11,287,000","14,150,000","8,572,000","15,187,000","7,974,000","-8,975,000","-5,330,000","-1,896,000","1,987,000","-8,400,000","15,300,000","15,400,000","1,400,000","8,200,000","13,700,000","9,700,000","6,300,000","5,700,000","9,700,000","9,800,000","8,000,000","3,100,000","11,700,000","-600,000","2,400,000","4,300,000","1,600,000","1,600,000","6,500,000","1,300,000"
	CashFlowFromContinuingOperatingActivities,"179,590,000","28,874,000","72,575,000","39,682,000","38,093,000","70,123,000","144,244,000","66,529,000","68,029,000","57,500,000","48,711,000","32,073,000","14,438,000","42,427,000","83,470,000","29,351,000","25,975,000","45,136,000","61,125,000","-14,025,000","13,411,000","85,686,000","34,974,000","7,988,000","18,435,000","38,433,000","64,080,000","69,058,000","766,000","49,167,000","77,043,000","23,660,000","33,066,000","15,257,000","51,858,000","28,929,000","22,704,000","34,927,000","3,477,000","5,325,000","-5,453,000","-12,614,000","31,227,000","26,751,000","7,541,000","17,943,000","32,175,000","32,035,000","3,520,000","13,578,000","32,790,000","-8,023,000","16,601,000","2,849,000","31,572,000","3,149,000","-3,419,000","46,524,000","12,123,000","-1,496,000","10,971,000","15,983,000","-611,000","12,997,000","4,476,000","29,722,000","13,506,000","4,687,000","17,957,000","15,493,000","15,014,000","13,437,000","23,115,000","10,440,000","11,099,000","11,893,000","12,113,000","9,346,000","4,598,000","43,055,000","10,481,000","11,287,000","14,150,000","8,572,000","15,187,000","7,974,000","-8,975,000","-5,330,000","-1,896,000","1,987,000","-8,400,000","15,300,000","15,400,000","1,400,000","8,200,000","13,700,000","9,700,000","6,300,000","5,700,000","9,700,000","9,800,000","8,000,000","3,100,000","11,700,000","-600,000","2,400,000","4,300,000","1,600,000","1,600,000","6,500,000","1,300,000"
		NetIncomeFromContinuingOperations,"145,226,000","15,490,000","109,471,000","13,764,000","6,501,000","-1,945,000","67,146,000","15,866,000","14,075,000","-24,427,000","55,486,000","31,814,000","5,725,000","-25,963,000","87,690,000","15,233,000","-14,574,000","-19,428,000","33,164,000","3,388,000","-29,809,000","-1,608,000","66,691,000","-9,782,000","-16,858,000","89,484,000","43,767,000","14,780,000","27,051,000","-162,000","46,366,000","15,732,000","11,237,000","-5,775,000","50,391,000","13,762,000","1,881,000","-2,166,000","49,664,000","5,655,000","-4,651,000","-1,822,000",,,"9,800,000","1,622,000","27,098,000","2,336,000","-150,000","-2,089,000",,,,,,"1,717,000","828,000","-3,460,000","-2,016,000","-8,615,000","-2,723,000","-414,000","2,621,000","1,881,000","23,308,000","14,986,000","15,190,000","9,135,000","9,995,000","11,193,000","12,923,000","10,006,000","18,662,000","7,976,000","10,041,000","9,113,000","-1,853,000","4,070,000","2,995,000","37,954,000","1,269,000","4,550,000","-28,504,000","-3,546,000","-21,515,000","-3,604,000","-14,352,000","928,000","1,015,000","1,568,000","-1,400,000","12,600,000","11,800,000","10,900,000","9,400,000","8,300,000","8,400,000","7,900,000","7,200,000","7,000,000","7,700,000","5,100,000","3,800,000","3,500,000","3,200,000","3,000,000","2,900,000","2,800,000","2,900,000","2,300,000","-1,400,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","489,000","0","-151,952,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"-12,000","23,000","-996,000","-48,000","-1,131,000","966,000","-3,671,000","2,958,000","-369,000","1,817,000","-952,000","965,000","-350,000","-367,000","-2,109,000","1,776,000","1,789,000","1,563,000","210,000","1,618,000","908,000","754,000","4,001,000",,,"104,000","9,259,000",,,"-31,253,000","1,766,000","-1,223,000","31,885,000","857,000","7,406,000","0","14,311,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","489,000","0","-151,952,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"142,185,000","34,205,000","35,790,000","36,132,000","36,058,000","35,928,000","44,615,000","40,834,000","40,937,000","37,378,000","39,083,000","37,761,000","33,424,000","28,235,000","24,461,000","23,545,000","24,351,000","24,993,000","25,452,000","25,553,000","25,581,000","25,638,000","27,616,000","24,983,000","24,343,000","26,512,000","26,583,000","23,655,000","23,581,000","23,612,000","23,409,000","22,125,000","20,543,000","20,606,000","20,184,000","18,677,000","16,920,000","14,186,000","13,948,000","13,500,000","13,138,000","10,195,000","7,035,000","7,221,000","7,302,000","6,819,000","6,569,000","6,652,000","6,635,000","6,491,000","6,250,000","6,007,000","5,729,000","5,741,000","5,347,000","5,620,000","5,614,000","5,469,000","5,304,000","5,354,000","5,357,000","5,166,000","4,962,000","2,383,000","2,075,000","1,990,000","1,913,000","1,597,000","1,197,000","1,106,000","1,280,000","1,520,000","1,522,000","1,730,000","1,799,000","2,084,000","2,158,000","2,220,000","2,577,000","-1,413,000","5,014,000","5,710,000","6,574,000","10,293,000","10,961,000","9,756,000","7,518,000","7,874,000","7,634,000","6,905,000","7,200,000","6,800,000","6,500,000","4,700,000","3,500,000","3,200,000","3,000,000","2,700,000","2,500,000","2,500,000","2,300,000","2,200,000","2,900,000","3,200,000","2,400,000","2,400,000","2,300,000","2,200,000","2,100,000","2,300,000","2,300,000"
			DepreciationAndAmortization,"142,185,000","34,205,000","35,790,000","36,132,000","36,058,000","35,928,000","44,615,000","40,834,000","40,937,000","37,378,000","39,083,000","37,761,000","33,424,000","28,235,000","24,461,000","23,545,000","24,351,000","24,993,000","25,452,000","25,553,000","25,581,000","25,638,000","27,616,000","24,983,000","24,343,000","26,512,000","26,583,000","23,655,000","23,581,000","23,612,000","23,409,000","22,125,000","20,543,000","20,606,000","20,184,000","18,677,000","16,920,000","14,186,000","13,948,000","13,500,000","13,138,000","10,195,000","7,035,000","7,221,000","7,302,000","6,819,000","6,569,000","6,652,000","6,635,000","6,491,000","6,250,000","6,007,000","5,729,000","5,741,000","5,347,000","5,620,000","5,614,000","5,469,000","5,304,000","5,354,000","5,357,000","5,166,000","4,962,000","2,383,000","2,075,000","1,990,000","1,913,000","1,597,000","1,197,000","1,106,000","1,280,000","1,520,000","1,522,000","1,730,000","1,799,000","2,084,000","2,158,000","2,220,000","2,577,000","-1,413,000","5,014,000","5,710,000","6,574,000","10,293,000","10,961,000","9,756,000","7,518,000","7,874,000","7,634,000","6,905,000","7,200,000","6,800,000","6,500,000","4,700,000","3,500,000","3,200,000","3,000,000","2,700,000","2,500,000","2,500,000","2,300,000","2,200,000","2,900,000","3,200,000","2,400,000","2,400,000","2,300,000","2,200,000","2,100,000","2,300,000","2,300,000"
				Depreciation,"31,351,000","7,697,000","7,825,000","7,882,000","7,947,000","7,761,000","16,019,000","11,604,000","11,172,000","9,381,000","11,233,000","9,933,000","9,576,000","9,284,000","5,909,000","6,021,000","5,949,000","5,926,000","6,213,000","6,085,000","6,299,000","6,274,000","6,454,000","5,547,000","5,095,000","5,488,000","5,737,000","5,331,000","5,257,000","5,331,000","5,406,000","4,542,000","5,234,000","5,324,000","5,218,000","5,569,000","4,200,000","3,764,000","3,596,000","3,559,000","3,456,000","2,673,000","2,012,000","2,001,000","1,845,000","1,683,000","1,544,000","1,777,000","1,713,000","1,617,000","1,577,000","1,616,000","1,579,000","1,566,000","1,752,000","1,580,000","1,598,000","1,576,000","1,496,000","1,545,000","1,516,000","1,460,000","1,379,000","949,000","993,000","1,052,000","990,000","963,000","924,000","957,000","988,000","991,000","1,016,000","1,109,000","1,087,000","1,259,000","1,218,000","1,274,000","1,312,000","1,458,000","1,601,000","1,659,000","1,775,000","1,830,000","1,934,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"110,834,000","26,508,000","27,965,000","28,250,000","28,111,000","28,167,000","28,596,000","29,230,000","29,765,000","27,997,000","27,850,000","27,828,000","23,848,000","18,951,000","18,552,000","17,524,000","18,402,000","19,067,000","19,239,000","19,468,000","19,282,000","19,364,000","21,162,000","19,436,000","19,248,000","21,024,000","20,846,000","18,324,000","18,324,000","18,281,000","18,003,000","17,583,000","15,309,000","15,282,000","14,966,000","13,108,000","12,720,000","10,422,000","10,352,000","9,941,000","9,682,000","7,522,000","5,023,000","5,220,000","5,457,000","5,136,000","5,025,000","4,875,000","4,922,000","4,874,000","4,673,000","4,391,000","4,150,000","4,175,000","3,595,000","4,040,000","4,016,000","3,893,000","3,808,000","3,809,000","3,841,000","3,706,000","3,583,000","1,434,000","1,082,000","938,000","923,000","634,000","273,000","149,000","292,000","529,000","506,000","621,000","712,000","825,000","940,000","946,000","1,265,000","-2,871,000","3,413,000","4,051,000","4,799,000","8,463,000","9,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,
