name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
TotalRevenue,"25,784,000","7,700,000","7,119,000","6,181,000","0","4,130,495","4,194,009","3,572,000","2,326,313"
	OperatingRevenue,"25,784,000","7,700,000","7,119,000","6,181,000","0","4,130,495","4,194,009","3,572,000","2,326,313"
CostOfRevenue,"31,536,000","8,300,000","8,945,000","7,834,000","7,548,717","6,739,547","10,451,137","6,119,000","5,260,596"
GrossProfit,"-5,752,000","-600,000","-1,826,000","-1,653,000","-2,765,467","-2,609,052","-6,257,128","-2,547,000","-2,934,283"
OperatingExpense,"97,802,000","29,315,000","28,326,000","24,276,000","4,393,929","13,583,221","10,893,720","10,470,000","7,812,939"
	SellingGeneralAndAdministration,"84,510,000","25,428,000","24,859,000","20,882,000","4,393,929","11,072,993","8,421,671","7,996,000","5,775,907"
		GeneralAndAdministrativeExpense,"84,510,000","25,428,000","24,859,000","20,882,000","4,393,929","11,072,993","8,421,671","7,996,000","5,775,907"
			OtherGandA,"84,510,000","25,428,000","24,859,000","20,882,000","4,393,929","11,072,993","8,421,671","7,996,000","5,775,907"
	DepreciationAmortizationDepletionIncomeStatement,"13,292,000","3,887,000","3,467,000","3,394,000","2,545,075","2,510,228","2,472,049","2,474,000","2,037,032"
		DepreciationAndAmortizationInIncomeStatement,"13,292,000","3,887,000","3,467,000","3,394,000","2,545,075","2,510,228","2,472,049","2,474,000","2,037,032"
OperatingIncome,"-103,554,000","-29,915,000","-30,152,000","-25,929,000","-4,393,929","-16,192,273","-17,150,848","-13,017,000","-10,747,222"
NetNonOperatingInterestIncomeExpense,"-926,000","55,000","35,000","22,000","2,466","-875,784","-602,473","-410,000","-121,862"
	InterestIncomeNonOperating,"124,000","55,000","35,000","33,000","2,466",,,"0",
	InterestExpenseNonOperating,"1,050,000","0","0","11,000","1,038,826","875,784","602,473","410,000","121,862"
