name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990
TotalAssets,"1,266,857,000","1,107,071,000","1,171,340,000","1,180,500,000","1,226,354,000","1,161,470,000","1,196,082,000","1,142,265,000","1,225,411,000","1,304,591,000","1,378,603,000","1,374,829,000","1,408,632,000","1,304,393,000","1,350,207,000","1,369,131,000","1,409,548,000","1,351,513,000","1,379,127,000","932,411,000","949,283,000","898,733,000","991,817,000","986,593,000","975,670,000","950,126,000","1,024,371,000","994,802,000","984,972,000","928,651,000","957,309,000","939,908,000","932,033,000","923,571,000","945,828,000","939,444,000","935,275,000","902,626,000","843,047,000","861,539,000","409,655,000","388,050,000","418,505,000","406,704,000","342,641,000","302,834,000","301,590,000","274,504,000","249,047,000","223,777,000","240,497,000","253,118,000","272,274,000","331,974,000","482,891,000","466,530,000","464,394,000","483,582,000","543,602,000","561,735,000","577,546,000","556,483,000","649,445,000","643,447,000","591,194,000","548,653,000","555,438,000","525,167,000","470,609,000","432,046,000","469,757,000","420,353,000","417,873,000","397,036,000","447,977,000","533,519,000","559,284,000","565,569,000","627,168,000","636,667,000","671,632,000","692,504,000","757,111,000","825,668,000","848,473,000","781,614,000","924,690,000","968,378,000","904,941,000","791,300,000","766,300,000","749,600,000","727,200,000","704,500,000","747,700,000","695,100,000","619,500,000","629,900,000","605,900,000","588,800,000","491,600,000","440,100,000","428,800,000","431,400,000","423,900,000","384,100,000","387,600,000","359,400,000","332,300,000","300,700,000","270,700,000","264,800,000","201,200,000","179,800,000","161,200,000","146,000,000","137,600,000","134,600,000","120,400,000","103,200,000","104,900,000","93,400,000","49,900,000"
	CurrentAssets,"695,937,000","529,705,000","582,164,000","587,984,000","620,644,000","545,764,000","566,508,000","502,849,000","577,057,000","541,389,000","621,386,000","615,449,000","647,310,000","549,419,000","596,687,000","604,130,000","637,207,000","576,391,000","585,432,000","520,085,000","536,697,000","481,405,000","562,169,000","557,895,000","548,243,000","529,507,000","601,684,000","569,062,000","547,927,000","485,659,000","515,039,000","492,335,000","475,614,000","458,138,000","476,502,000","461,122,000","443,565,000","418,095,000","376,255,000","392,726,000","286,886,000","264,045,000","294,533,000","281,263,000","215,372,000","172,058,000","167,575,000","136,620,000","106,999,000","76,867,000","88,381,000","96,121,000","110,910,000","165,894,000","240,005,000","227,022,000","223,040,000","241,661,000","300,537,000","314,478,000","327,501,000","304,218,000","379,354,000","355,351,000","314,944,000","356,599,000","327,777,000","307,907,000","281,477,000","242,538,000","272,073,000","219,395,000","208,410,000","179,165,000","216,625,000","261,293,000","246,433,000","232,754,000","287,822,000","285,958,000","294,498,000","314,137,000","402,048,000","424,614,000","440,757,000","419,414,000","504,292,000","566,335,000","533,447,000","429,000,000","442,800,000","445,000,000","433,400,000","412,800,000","468,900,000","456,400,000","396,300,000","407,900,000","380,800,000","331,000,000","273,400,000","235,900,000","251,800,000","260,900,000","264,700,000","227,600,000","232,600,000","214,000,000","209,400,000","198,400,000","181,000,000","186,500,000","130,400,000","115,700,000","101,600,000","93,600,000","92,200,000","94,000,000","83,600,000","75,700,000","79,300,000","71,400,000","37,900,000"
		CashCashEquivalentsAndShortTermInvestments,"72,794,000","71,778,000","49,374,000","134,375,000","168,887,000","217,677,000","215,822,000","135,993,000","154,587,000","140,516,000","120,873,000","140,155,000","151,916,000","132,690,000","104,121,000","119,215,000","152,529,000","191,521,000","153,702,000","178,633,000","211,215,000","163,467,000","189,641,000","187,600,000","168,411,000","178,853,000","197,187,000","139,564,000","125,609,000","146,113,000","79,551,000","82,332,000","65,736,000","113,262,000","65,880,000","45,415,000","58,633,000","81,449,000","39,307,000","31,601,000","6,146,000","19,976,000","47,993,000","13,498,000","10,235,000","21,200,000","13,395,000","6,771,000","1,378,000","1,108,000","2,798,000","6,737,000","4,828,000","29,766,000","12,345,000","27,777,000","6,277,000","41,224,000","21,657,000","19,274,000","17,419,000","29,885,000","16,211,000","17,284,000","39,651,000","67,437,000","28,633,000","39,869,000","27,029,000","41,928,000","14,832,000","5,645,000","11,818,000","12,552,000","2,577,000","6,615,000","7,376,000","35,659,000","13,374,000","9,127,000","40,337,000","11,135,000","17,360,000","23,300,000","11,902,000","4,194,000","3,982,000","9,841,000","21,314,000","22,500,000","32,400,000","37,300,000","30,700,000","67,100,000","25,500,000","47,200,000","21,400,000","14,600,000","10,900,000","1,300,000","8,700,000","5,500,000","6,300,000","2,600,000","800,000","2,100,000","2,800,000","4,500,000","17,500,000","39,700,000","34,300,000","46,900,000","7,700,000","27,600,000","11,600,000","7,300,000","5,600,000","3,000,000","4,400,000","3,400,000","7,800,000","14,500,000","1,900,000"
			CashAndCashEquivalents,"72,794,000","71,778,000","49,374,000","134,375,000","168,887,000","217,677,000","215,822,000","135,993,000","154,587,000","140,516,000","120,873,000","140,155,000","151,916,000","132,690,000","104,121,000","119,215,000","152,529,000","191,521,000","153,702,000","178,633,000","211,215,000","163,467,000","189,641,000","187,600,000","168,411,000","178,853,000","197,187,000","139,564,000","125,609,000","146,113,000","79,551,000","82,332,000","65,736,000","113,262,000","65,880,000","45,415,000","58,633,000","81,449,000","39,307,000","31,601,000","6,146,000","19,976,000","47,993,000","13,498,000","10,235,000","21,200,000","13,395,000","6,771,000","1,378,000","1,108,000","2,798,000","6,737,000","4,828,000","29,766,000","12,345,000","27,777,000","6,277,000","41,224,000","21,657,000","19,274,000","17,419,000","29,885,000","16,211,000","17,284,000","39,651,000","67,437,000","28,633,000","39,869,000","27,029,000","41,928,000","14,832,000","5,645,000","11,818,000","12,552,000","2,577,000","6,615,000","7,376,000","35,659,000","13,374,000","9,127,000","40,337,000","11,135,000","17,360,000","23,300,000","11,902,000","4,194,000","3,982,000","9,841,000","21,314,000","22,500,000","32,400,000","37,300,000","30,700,000","67,100,000","25,500,000","47,200,000","21,400,000","14,600,000","10,900,000","1,300,000","8,700,000","5,500,000","6,300,000","2,600,000","800,000","2,100,000","2,800,000","4,500,000","17,500,000","39,700,000","34,300,000","46,900,000","7,700,000","27,600,000","11,600,000","7,300,000","5,600,000","3,000,000","4,400,000","3,400,000","7,800,000","14,500,000","1,900,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,262,000","65,880,000","45,415,000","58,633,000","81,449,000",,,,"19,976,000",,,"10,235,000","21,200,000","13,395,000","6,771,000","1,378,000","1,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"293,871,000","186,897,000","226,968,000","132,444,000","150,892,000","119,374,000","114,168,000","136,278,000","146,916,000","181,438,000","177,880,000","170,177,000","185,950,000","190,936,000","202,644,000","203,007,000","197,837,000","157,657,000","152,603,000","122,978,000","117,281,000","153,634,000","157,941,000","131,951,000","159,443,000","152,824,000","138,950,000","142,312,000","156,892,000","135,206,000","151,621,000","131,525,000","118,864,000","120,358,000","130,086,000","124,600,000","101,260,000","96,590,000","98,726,000","102,997,000","62,955,000","52,219,000","45,892,000","70,024,000","55,188,000","37,853,000","22,107,000","38,261,000","23,822,000","17,081,000","22,854,000","17,994,000","17,248,000","37,925,000","75,856,000","49,009,000","65,486,000","68,752,000","100,342,000","92,018,000","109,470,000","110,462,000","161,983,000","127,550,000","72,975,000","132,713,000","120,456,000","111,870,000","103,877,000","89,697,000","136,721,000","97,842,000","99,208,000","71,368,000","79,526,000","85,846,000","74,011,000","34,396,000","105,390,000","108,533,000","65,328,000","58,358,000","77,802,000","42,031,000","76,682,000","49,320,000","121,960,000","159,132,000","148,482,000","111,600,000","138,400,000","121,300,000","125,900,000","92,900,000","161,000,000","148,200,000","131,100,000","161,200,000","136,000,000","106,600,000","90,000,000","71,200,000","78,000,000","81,800,000","109,000,000","77,500,000","85,900,000","85,300,000","88,000,000","74,800,000","77,000,000","74,200,000","67,700,000","37,800,000","49,200,000","48,300,000","45,700,000","49,200,000","41,600,000","40,000,000","35,100,000","26,900,000","16,000,000"
			AccountsReceivable,"290,035,000","176,511,000","213,808,000","121,390,000","134,360,000","101,301,000","104,642,000","123,952,000","138,215,000","172,737,000","171,393,000","170,177,000","185,745,000","181,064,000","187,558,000","193,450,000","192,796,000","146,836,000","152,603,000","122,978,000","117,281,000","153,634,000","157,941,000","131,951,000","159,443,000","152,824,000","138,950,000","142,312,000","156,892,000","135,206,000","151,621,000","131,525,000","118,864,000","120,358,000","130,086,000","124,600,000","101,260,000","96,590,000","98,726,000","102,997,000","62,955,000","52,219,000","45,892,000","70,024,000","55,188,000","37,853,000","22,107,000","38,261,000","23,822,000","17,081,000","22,854,000","17,994,000","17,248,000","37,925,000","75,856,000","49,009,000","65,486,000","68,752,000","100,342,000","92,018,000","109,470,000","110,462,000","161,983,000","127,550,000","72,975,000","131,241,000","118,838,000","109,674,000","102,286,000","87,512,000","134,041,000","94,750,000","95,714,000","66,641,000","79,526,000","85,846,000","74,011,000","34,396,000","105,390,000","96,722,000","65,328,000","58,358,000","77,802,000","42,031,000","76,682,000","49,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"3,836,000","10,386,000","13,160,000","11,054,000","16,532,000","18,073,000","9,526,000","12,326,000","8,701,000","8,701,000","6,487,000",,"205,000","9,872,000","15,086,000","9,557,000","5,041,000","10,821,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472,000","1,618,000","2,196,000","1,591,000","2,185,000","2,680,000","3,092,000","3,494,000","4,727,000",,,,,,"11,811,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"286,734,000","237,621,000","259,635,000","252,550,000","227,172,000","163,750,000","201,510,000","201,068,000","245,915,000","186,914,000","274,273,000","264,567,000","256,980,000","184,404,000","232,450,000","234,122,000","236,715,000","180,735,000","245,674,000","199,276,000","190,220,000","139,953,000","195,149,000","213,016,000","208,209,000","166,982,000","227,510,000","244,170,000","243,002,000","177,144,000","259,794,000","256,083,000","262,915,000","184,173,000","239,606,000","243,688,000","237,013,000","189,487,000","231,875,000","250,163,000","215,374,000","189,533,000","199,986,000","195,443,000","145,849,000","110,850,000","129,379,000","87,876,000","74,036,000","51,801,000","59,507,000","67,720,000","84,619,000","92,896,000","132,841,000","133,264,000","133,225,000","113,125,000","154,294,000","179,524,000","170,513,000","133,133,000","169,788,000","180,038,000","153,607,000","108,044,000","164,703,000","139,954,000","137,201,000","94,600,000","113,120,000","107,608,000","88,678,000","84,996,000","113,698,000","139,461,000","135,450,000","134,872,000","137,193,000","142,404,000","148,008,000","191,094,000","238,974,000","311,003,000","314,378,000","330,326,000","354,015,000","364,567,000","331,992,000","269,600,000","248,600,000","264,500,000","259,200,000","225,400,000","259,700,000","241,400,000","224,900,000","211,400,000","208,400,000","194,900,000","153,700,000","140,000,000","148,800,000","159,500,000","142,400,000","134,300,000","132,100,000","113,400,000","94,800,000","76,600,000","63,100,000","59,500,000","50,300,000","46,000,000","37,700,000","34,400,000","38,300,000","38,600,000","35,900,000","30,300,000","33,800,000","28,100,000","19,600,000"
