name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
OperatingCashFlow,"517,171,000","88,293,000","167,416,000","150,341,000","111,121,000","101,056,000","183,640,000","263,064,000","95,313,000","78,682,000","135,923,000","133,998,000","50,698,000","56,184,000","119,224,000","92,967,000","81,909,000","62,525,000","122,392,000","99,078,000","53,670,000","42,730,000","128,716,000","106,069,000","54,083,000","49,477,000","108,701,000","86,974,000","20,615,000","50,978,000","65,492,000","77,353,000","40,298,000","26,621,000","64,757,000","60,394,000","18,861,000","17,454,000","40,193,000","47,668,000","19,092,000","17,110,000","16,198,000","26,403,000","1,141,000","5,971,000","11,149,000","11,345,000","15,618,000","-17,133,000","22,654,000","39,281,000","19,764,000","17,322,000","41,203,000","19,627,000","1,233,000","3,247,000","-1,121,000","59,901,000","42,725,000","34,857,000","54,534,000","64,913,000","88,119,000","24,308,000","73,234,000","35,850,000","54,854,000","28,598,000","42,487,000","50,760,000","35,357,000","10,477,000","45,186,000","35,384,000","21,638,000","15,117,000","39,488,000","36,989,000","29,069,000","24,110,000","51,550,000","31,973,000","13,010,000","-468,000","37,748,000","25,995,000","38,705,000","15,927,000","42,500,000","35,400,000","24,800,000","10,200,000","35,500,000","25,000,000","22,000,000","14,600,000","25,500,000","25,000,000","23,000,000","7,500,000","22,100,000","18,100,000","15,200,000","5,900,000","15,100,000","18,200,000","12,600,000","1,700,000","29,300,000","2,300,000","7,900,000"
	CashFlowFromContinuingOperatingActivities,"517,171,000","88,293,000","167,416,000","150,341,000","111,121,000","101,056,000","183,640,000","263,064,000","95,313,000","78,682,000","135,923,000","133,998,000","50,698,000","56,184,000","119,224,000","92,967,000","81,909,000","62,525,000","122,392,000","99,078,000","53,670,000","42,730,000","128,716,000","106,069,000","54,083,000","49,477,000","108,701,000","86,974,000","20,615,000","50,978,000","65,492,000","77,353,000","40,298,000","26,621,000","64,757,000","60,394,000","18,861,000","17,454,000","40,193,000","47,668,000","19,092,000","17,110,000","16,198,000","26,403,000","1,141,000","5,971,000","11,149,000","11,345,000","15,618,000","-17,133,000","22,654,000","39,281,000","19,764,000","17,322,000","41,203,000","19,627,000","1,233,000","3,247,000","-1,121,000","59,901,000","42,725,000","34,857,000","54,534,000","64,913,000","88,119,000","24,308,000","73,234,000","35,850,000","54,854,000","28,598,000","42,487,000","50,760,000","35,357,000","10,477,000","45,186,000","35,384,000","21,638,000","15,117,000","39,488,000","36,989,000","29,069,000","24,110,000","51,550,000","31,973,000","13,010,000","-468,000","37,748,000","25,995,000","38,705,000","15,927,000","42,500,000","35,400,000","24,800,000","10,200,000","35,500,000","25,000,000","22,000,000","14,600,000","25,500,000","25,000,000","23,000,000","7,500,000","22,100,000","18,100,000","15,200,000","5,900,000","15,100,000","18,200,000","12,600,000","1,700,000","29,300,000","2,300,000","7,900,000"
		NetIncomeFromContinuingOperations,"374,247,000","74,316,000","102,479,000","102,125,000","95,327,000","66,011,000","81,193,000","96,034,000","96,206,000","72,429,000","-114,632,000","71,793,000","41,304,000","-127,797,000","57,715,000","72,603,000","66,339,000","37,008,000","101,380,000","63,362,000","54,882,000","36,251,000","56,387,000","60,237,000","45,344,000","39,163,000","45,848,000","29,819,000","37,762,000","46,794,000","52,030,000","50,319,000","37,710,000","22,618,000","31,621,000","39,903,000","30,101,000","7,833,000","17,980,000","17,953,000","13,978,000",,,,,,,,"10,527,000",,"4,684,000","12,194,000","11,920,000","7,030,000","11,259,000","15,645,000","7,830,000","1,912,000","22,375,000","34,779,000","38,702,000","36,560,000","40,917,000","66,095,000","59,092,000","43,767,000","38,987,000","43,322,000","34,908,000","27,488,000","25,867,000","30,119,000","23,213,000","16,111,000","18,003,000","18,564,000","14,223,000","9,386,000","15,378,000","16,107,000","16,735,000","10,781,000","11,590,000","11,880,000","5,455,000","3,652,000","11,536,000","20,951,000","23,290,000","23,232,000","29,100,000","33,100,000","22,800,000","17,300,000","20,400,000","22,300,000","17,300,000","10,400,000","13,200,000","17,800,000","15,100,000","7,700,000","11,200,000","13,000,000","9,900,000","5,600,000","10,000,000","10,500,000","7,800,000","3,600,000","5,700,000","7,600,000","4,900,000"
		OperatingGainsLosses,"-32,488,000","-7,703,000","-8,555,000","-8,260,000","-7,970,000","-8,985,000","-10,083,000","-19,807,000","-59,769,000","-10,096,000","-10,700,000","-12,357,000","-9,432,000","-9,634,000","-9,507,000","-10,173,000","-9,251,000","-10,216,000","-11,372,000","-11,955,000","-9,876,000","-11,015,000","-11,244,000","-12,147,000","-7,980,000","-9,090,000","-10,483,000","-11,680,000","-7,830,000","-10,693,000","-12,423,000","-12,051,000","-9,800,000","-10,330,000","-9,856,000","-9,747,000","-7,878,000","-8,437,000","-8,852,000","-8,750,000","-6,468,000","-24,618,000","-2,026,000","-1,436,000","-448,000","267,000","0","-738,000","253,000","-32,391,000","1,090,000","3,185,000","1,449,000","-6,208,000","19,336,000","-20,967,000","1,114,000",,"2,146,000","726,000","1,824,000","20,829,000","-17,345,000","-1,252,000","-5,997,000","-3,185,000","2,836,000","368,000","1,473,000","-184,000","1,942,000","1,412,000","826,000","-1,353,000","1,587,000",,,"0","564,000",,,,,,,,,,,,,,,,,,,"300,000",,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"0","0","0","0","0","0","0","-9,230,000","-51,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-485,000","-2,510,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-32,488,000","-7,703,000","-8,555,000","-8,260,000","-7,970,000","-8,985,000","-10,083,000","-10,577,000","-7,796,000","-10,096,000","-10,700,000","-12,357,000","-9,432,000","-9,634,000","-9,507,000","-10,173,000","-9,251,000","-10,216,000","-11,372,000","-11,955,000","-9,876,000","-11,015,000","-11,244,000","-12,147,000","-7,980,000","-9,090,000","-10,483,000","-11,680,000","-7,830,000","-10,693,000","-12,423,000","-12,051,000","-9,800,000","-10,330,000","-9,856,000","-9,747,000","-7,878,000","-8,437,000","-8,852,000","-8,750,000","-6,468,000","-24,618,000","-2,026,000","-1,436,000","-448,000",,,,"738,000","-29,881,000","1,090,000","3,185,000","1,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"128,811,000","32,333,000","32,194,000","32,340,000","31,944,000","32,808,000","32,080,000","32,262,000","31,937,000","28,574,000","28,611,000","28,373,000","27,960,000","30,574,000","29,785,000","32,326,000","29,850,000","26,112,000","28,650,000","30,306,000","28,947,000","23,897,000","22,645,000","22,386,000","22,863,000","22,860,000","25,211,000","24,770,000","24,264,000","21,747,000","19,688,000","17,574,000","17,290,000","17,706,000","17,691,000","17,403,000","17,221,000","17,070,000","14,336,000","12,783,000","12,661,000","12,770,000","12,671,000","12,363,000","12,320,000","12,246,000","12,127,000","12,389,000","12,450,000","12,527,000","12,801,000","12,634,000","12,819,000","12,699,000","12,739,000","13,072,000","12,722,000","12,496,000","10,919,000","10,753,000","10,682,000","10,359,000","9,851,000","9,894,000","9,936,000","9,784,000","9,829,000","9,451,000","9,535,000","9,484,000","8,557,000","8,345,000","8,110,000","7,983,000","8,431,000","7,247,000","9,361,000","9,122,000","9,283,000","9,200,000","9,186,000","8,776,000","9,086,000","8,954,000","8,992,000","9,561,000","6,090,000","4,628,000","4,592,000","4,589,000","5,400,000","4,400,000","4,200,000","4,200,000","4,300,000","3,700,000","4,000,000","4,000,000","3,900,000","3,900,000","4,100,000","3,700,000","3,400,000","3,400,000","3,300,000","3,200,000","3,400,000","3,500,000","3,700,000","3,700,000","3,700,000","3,500,000","3,700,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,739,000","13,072,000","12,722,000","12,496,000","10,919,000","10,753,000","10,682,000","10,359,000","9,851,000","9,894,000","9,936,000","9,784,000","9,829,000","9,451,000","9,535,000","9,484,000","8,557,000","8,345,000","8,110,000","7,983,000","8,431,000","7,247,000","9,361,000","9,122,000","9,283,000","9,200,000","9,186,000","8,776,000","9,086,000","8,954,000","8,992,000","9,561,000","6,090,000","4,628,000","4,592,000","4,589,000","5,400,000","4,400,000","4,200,000","4,200,000","4,300,000","3,700,000","4,000,000","4,000,000","3,900,000","3,900,000","4,100,000","3,700,000","3,400,000","3,400,000","3,300,000","3,200,000","3,400,000","3,500,000","3,700,000","3,700,000","3,700,000","3,500,000","3,700,000"
		DeferredTax,"6,383,000","-6,302,000","4,390,000","6,496,000","1,799,000","10,927,000","6,613,000","45,515,000","-3,736,000","116,383,000","-47,916,000","3,833,000","3,687,000","-42,923,000","3,701,000","4,678,000","6,173,000","669,000","-51,100,000","4,889,000","-3,812,000","-548,000","626,000","303,000","1,822,000","4,155,000","11,935,000","-14,044,000","-4,369,000","4,633,000","4,800,000","114,000","-3,742,000","1,807,000","7,533,000","-2,702,000","-892,000","5,749,000","7,089,000","-2,509,000","-4,174,000","3,923,000","-723,000","-73,000","-939,000","4,598,000","-258,000","7,317,000","-3,160,000","4,799,000","-281,000","-302,000","-3,015,000","7,596,000","2,483,000","-1,208,000","-3,102,000","8,191,000","-3,523,000","-1,888,000","-1,366,000","1,617,000","137,000","-2,707,000","-1,484,000","3,416,000","768,000","64,000","-3,360,000","11,796,000","2,029,000","1,153,000","2,964,000","5,318,000","6,548,000","5,698,000","4,262,000","6,822,000","5,445,000","8,091,000","8,390,000","5,711,000","5,098,000","7,461,000","2,959,000","11,609,000","11,755,000","1,280,000","-1,267,000","766,000","400,000","500,000","-1,500,000","3,600,000","200,000","200,000","-1,100,000","2,300,000","900,000",,,"4,400,000","500,000","0","-400,000","7,300,000","500,000","100,000","-300,000","200,000","800,000","-100,000","1,800,000"
