name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalAssets,"9,876,500,000","9,182,100,000","8,941,900,000","8,863,300,000","8,312,300,000","8,504,200,000","7,940,300,000","7,778,000,000","7,705,700,000","7,759,700,000","8,079,200,000","8,415,100,000","8,204,300,000","7,626,400,000","7,917,100,000","8,024,100,000","8,448,900,000","7,971,700,000","8,174,400,000","7,692,500,000","7,394,600,000","7,168,400,000","7,541,000,000","7,015,900,000","6,976,200,000","6,501,300,000","7,071,600,000","7,470,400,000","7,264,500,000","7,395,900,000","8,113,900,000","8,469,300,000","8,319,700,000","8,438,800,000","8,334,000,000","8,235,000,000","7,991,500,000","7,721,800,000","7,521,100,000","7,631,300,000","7,701,800,000","7,257,200,000","5,656,600,000","6,209,000,000","5,735,700,000","5,436,900,000","5,221,700,000","4,974,800,000","4,941,400,000","5,062,200,000","4,896,900,000","4,886,400,000","4,666,300,000","4,954,800,000","5,065,300,000","5,458,500,000","5,053,800,000","4,787,600,000","4,442,600,000","4,234,500,000","4,090,400,000","4,114,500,000","4,061,200,000","4,155,000,000","3,978,100,000","3,861,200,000","4,145,500,000","4,183,900,000","4,250,300,000","4,297,300,000","3,991,300,000","3,901,500,000","3,906,000,000","2,839,400,000","2,708,900,000","2,686,000,000","2,541,200,000","2,349,000,000","2,296,400,000","2,351,400,000","2,260,200,000","2,173,300,000","2,244,600,000","2,315,200,000","2,093,400,000","2,104,200,000","2,056,300,000","2,179,000,000","2,143,300,000","2,273,200,000","2,470,700,000","2,612,500,000","2,665,400,000","2,750,400,000","2,932,000,000","2,863,000,000","2,783,600,000","2,620,900,000","2,685,700,000","2,680,700,000","2,597,200,000","2,116,500,000","2,592,900,000","2,608,000,000","2,206,200,000","2,162,900,000","2,114,800,000","2,126,200,000","1,990,500,000","1,823,300,000","1,801,000,000","1,861,900,000","1,030,700,000","578,300,000","507,700,000","525,800,000","526,900,000","320,700,000","348,700,000","362,400,000","352,700,000"
	CurrentAssets,"5,637,000,000","5,014,100,000","4,807,900,000","4,728,200,000","4,298,300,000","4,368,400,000","3,944,700,000","3,870,900,000","3,810,000,000","3,729,100,000","3,956,600,000","4,161,600,000","3,961,300,000","3,537,400,000","3,789,000,000","3,843,900,000","4,061,300,000","3,627,700,000","3,839,200,000","3,590,400,000","3,359,500,000","3,165,700,000","3,429,100,000","3,306,200,000","3,213,100,000","2,898,300,000","3,500,500,000","3,789,600,000","3,669,800,000","3,527,900,000","4,205,400,000","4,533,600,000","4,396,900,000","4,517,100,000","4,503,900,000","4,517,000,000","4,272,300,000","3,954,700,000","3,841,500,000","4,022,200,000","3,981,700,000","3,662,800,000","3,222,200,000","3,597,900,000","3,218,000,000","3,121,000,000","3,008,500,000","2,933,900,000","2,797,500,000","2,788,900,000","2,692,700,000","2,783,200,000","2,767,500,000","3,005,200,000","3,006,100,000","3,208,500,000","2,878,100,000","2,721,700,000","2,442,700,000","2,361,800,000","2,261,900,000","2,309,000,000","2,160,400,000","2,262,900,000","2,167,600,000","2,086,200,000","2,321,100,000","2,359,500,000","2,391,100,000","2,404,500,000","2,210,000,000","2,144,700,000","2,112,200,000","1,684,500,000","1,672,700,000","1,694,900,000","1,591,200,000","1,412,200,000","1,345,200,000","1,382,700,000","1,288,500,000","1,182,500,000","1,177,900,000","1,244,600,000","1,253,900,000","1,240,300,000","1,215,200,000","1,323,400,000","1,288,500,000","1,416,100,000","1,618,600,000","1,752,500,000","1,802,700,000","1,790,500,000","1,977,700,000","1,947,000,000","1,877,300,000","1,714,800,000","1,796,900,000","1,804,300,000","1,729,600,000","1,466,500,000","1,591,000,000","1,639,600,000","1,472,000,000","1,424,500,000","1,396,700,000","1,473,700,000","1,387,200,000","1,201,300,000","1,173,600,000","1,267,800,000","740,300,000","502,800,000","448,200,000","471,700,000","475,100,000","292,500,000","322,400,000","335,900,000","327,400,000"
		CashCashEquivalentsAndShortTermInvestments,"655,700,000","882,200,000","537,000,000","500,200,000","453,700,000","1,111,700,000","511,000,000","404,400,000","386,700,000","429,600,000","282,000,000","279,900,000","292,800,000","326,100,000","292,700,000","280,600,000","348,200,000","367,700,000","312,700,000","317,800,000","289,900,000","429,700,000","297,800,000","324,700,000","247,900,000","426,700,000","425,400,000","498,200,000","338,900,000","363,700,000","320,900,000","323,300,000","193,900,000","1,047,200,000","620,500,000","680,600,000","551,700,000","781,300,000","321,900,000","393,400,000","426,700,000","724,400,000","455,200,000","573,100,000","314,300,000","719,900,000","459,200,000","575,000,000","408,100,000","652,700,000","218,400,000","190,200,000","96,300,000","512,200,000","449,800,000","558,500,000","250,500,000","582,400,000","166,800,000","229,800,000","157,400,000","401,100,000","166,500,000","166,600,000","52,300,000","220,600,000","27,300,000","46,900,000","28,000,000","325,600,000","68,200,000","74,300,000","792,400,000","147,000,000","27,200,000","24,700,000","21,000,000","34,300,000","7,900,000","13,700,000","13,800,000","28,900,000","13,900,000","17,700,000","5,400,000","13,300,000","4,000,000","13,300,000","10,400,000","19,600,000","18,000,000","29,900,000","21,000,000","15,900,000","35,100,000","27,500,000","6,400,000","31,200,000","43,300,000","41,100,000","25,600,000","41,700,000","28,300,000","31,900,000","27,200,000","27,900,000","22,800,000","26,800,000","11,900,000","25,800,000","63,200,000","79,500,000","3,400,000","200,000","200,000","2,100,000","500,000","1,100,000","100,000","1,500,000","900,000"
			CashAndCashEquivalents,"655,700,000","882,200,000","537,000,000","500,200,000","453,700,000","1,111,700,000","511,000,000","404,400,000","386,700,000","429,600,000","282,000,000","279,900,000","292,800,000","326,100,000","292,700,000","280,600,000","348,200,000","367,700,000","312,700,000","317,800,000","289,900,000","429,700,000","297,800,000","324,700,000","247,900,000","426,700,000","425,400,000","498,200,000","338,900,000","363,700,000","320,900,000","323,300,000","193,900,000","1,047,200,000","620,500,000","680,600,000","551,700,000","781,300,000","321,900,000","393,400,000","426,700,000","724,400,000","455,200,000","573,100,000","314,300,000","719,900,000","459,200,000","575,000,000","408,100,000","652,700,000","218,400,000","190,200,000","96,300,000","512,200,000","449,800,000","558,500,000","250,500,000","582,400,000","166,800,000","229,800,000","157,400,000","401,100,000","166,500,000","166,600,000","52,300,000","220,600,000","27,300,000","46,900,000","28,000,000","325,600,000","68,200,000","74,300,000","50,300,000","147,000,000","27,200,000","24,700,000","21,000,000","34,300,000","7,900,000","13,700,000","13,800,000","28,900,000","13,900,000","17,700,000","5,400,000","13,300,000","4,000,000","13,300,000","10,400,000","19,600,000","18,000,000","29,900,000","21,000,000","15,900,000","35,100,000","27,500,000","6,400,000","31,200,000","43,300,000","41,100,000","25,600,000","41,700,000","28,300,000","31,900,000","27,200,000","27,900,000","22,800,000","26,800,000","11,900,000","25,800,000","63,200,000","79,500,000","3,400,000","200,000","200,000","2,100,000","500,000","1,100,000","100,000","1,500,000","900,000"
				CashFinancial,,"833,000,000",,,,"1,022,000,000",,,"386,700,000","412,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,"49,200,000",,,,"89,700,000",,,,"17,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"742,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,108,200,000","991,500,000","1,056,600,000","1,099,000,000","1,048,200,000","856,000,000","990,100,000","903,300,000","825,000,000","800,500,000","918,100,000","1,010,700,000","928,500,000","880,300,000","992,700,000","1,047,100,000","1,023,600,000","1,019,400,000","1,047,400,000","1,019,500,000","923,000,000","890,400,000","1,055,500,000","946,000,000","942,500,000","836,800,000","946,700,000","1,047,200,000","1,027,100,000","963,800,000","1,083,600,000","1,233,400,000","1,211,300,000","940,600,000","1,182,300,000","1,286,100,000","1,122,600,000","924,600,000","1,088,600,000","1,196,300,000","1,108,000,000","994,200,000","902,900,000","1,062,900,000","1,023,300,000","908,500,000","863,400,000","857,300,000","877,700,000","731,700,000","785,000,000","916,700,000","818,600,000","815,600,000","817,600,000","834,300,000","867,100,000","766,400,000","739,600,000","727,700,000","734,700,000","677,100,000","582,900,000","670,100,000","698,400,000","655,700,000","791,300,000","835,200,000","876,400,000","823,200,000","803,400,000","797,600,000",,"553,600,000","522,800,000","607,400,000","584,900,000","497,400,000","471,400,000","535,000,000","489,600,000","471,900,000","417,200,000","461,600,000","569,100,000","602,900,000","518,700,000","603,200,000","598,300,000","758,200,000","855,600,000","956,000,000","1,001,300,000","1,016,300,000","1,101,800,000","1,117,100,000","1,096,700,000","997,200,000","1,038,100,000","1,043,700,000","1,007,100,000","869,500,000","1,020,100,000","1,048,800,000","957,500,000","975,200,000","925,400,000","971,300,000","911,200,000","781,600,000","751,500,000","769,500,000","535,900,000","318,700,000","279,800,000","288,300,000","287,300,000","184,000,000","194,700,000","199,000,000","187,400,000"
			AccountsReceivable,"1,108,200,000","991,500,000","1,056,600,000","1,099,000,000","1,048,200,000","856,000,000","990,100,000","903,300,000","825,000,000","800,500,000","918,100,000","1,010,700,000","928,500,000","880,300,000","992,700,000","1,047,100,000","1,023,600,000","1,019,400,000","1,047,400,000","1,019,500,000","923,000,000","890,400,000","1,055,500,000","946,000,000","942,500,000","836,800,000","946,700,000","1,047,200,000","1,027,100,000","963,800,000","1,083,600,000","1,233,400,000","1,211,300,000","940,600,000","1,182,300,000","1,286,100,000","1,122,600,000","924,600,000",,,,,,,,,,,,,,,,,"817,600,000","834,300,000","867,100,000","766,400,000","739,600,000","727,700,000","734,700,000","677,100,000","582,900,000","670,100,000","698,400,000","655,700,000","791,300,000","835,200,000","876,400,000","823,200,000","803,400,000","797,600,000",,"553,600,000","522,800,000","607,400,000","584,900,000","497,400,000","471,400,000","535,000,000","489,600,000","471,900,000","417,200,000","461,600,000","569,100,000","602,900,000","518,700,000","603,200,000","598,300,000","758,200,000","855,600,000","956,000,000","1,001,300,000","1,016,300,000","1,075,000,000","1,089,500,000","1,072,300,000","978,700,000","1,025,400,000","1,032,000,000","997,000,000","857,000,000","805,200,000","836,900,000","753,700,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"1,032,100,000",,,,"905,300,000",,,,"855,000,000",,,,"936,200,000",,,,"1,090,000,000",,,,"958,600,000",,,,"890,600,000",,,,"1,014,400,000",,,,"1,005,900,000",,,,"984,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
